sdcc_preruntime_min,ascot_runtime_min,cleaning_time_min,total_runtime_min,lost_power_W_output,number_particles,current_drive_A,power_deposited_to_ions_W,power_deposited_to_electrons_W,shine_inj1,shine_inj2,te0,teav,shine_success,success,marker_quantity,index,run_dir,batch_num
16.03,0.73,0.0,16.76,38457.13284721218,7.71352378799411e+19,121669.36603244423,4968483.625438153,5613195.636323639,0.0004,0.0,34.849856,11.420744,True,True,10000,151,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-1d3a2304-8e41-4db7-8928-2d9d18248dcf,0
20.54,0.28,0.0,20.81,25635.897036944447,7.795717074851524e+19,124375.77224646189,5015669.715699821,5484673.061678286,0.0,0.0,34.849856,11.420744,True,True,1000,141,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-eb0f887a-7727-45fe-b347-a57fe8a46b03,0
16.5,0.28,0.0,16.79,38458.585249111704,7.758840475569339e+19,119243.67557105872,5001441.669422438,5656307.273728329,0.0,0.0,34.849856,11.420744,True,True,1000,147,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-f12c2f8d-6817-4402-ac0d-c24a39571da8,0
15.43,0.27,0.0,15.7,0.0,7.594691488489937e+19,115787.33484716185,4903271.936143212,5569497.677121405,0.0,0.0,34.849856,11.420744,True,True,1000,159,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-4e55c85c-9e8f-49e8-a5ba-a2ad5d23b024,0
17.03,0.27,0.0,17.3,25510.17860884672,7.588636183040405e+19,114763.96906827376,4923916.040282209,5620795.06856153,0.0,0.0,34.849856,11.420744,True,True,1000,156,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-df9d3766-2c4e-4450-9a55-ee4d0aad037c,0
20.05,5.47,0.0,25.52,29609.30774409704,7.69831754421383e+19,121951.26624437951,4952770.794355257,5585505.818387704,0.0003,0.00026,34.849856,11.420744,True,True,100000,98,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-34523bfd-665b-4ad7-be2f-01e3df94cf64,0
21.24,5.48,0.0,26.72,30638.465804408977,7.701789283262022e+19,121668.55049529167,4952752.1612745095,5607082.388973644,0.00034,0.00016,34.849856,11.420744,True,True,100000,149,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-52a2373e-6cc6-4649-ae2b-ec0cece368ed,0
16.35,0.74,0.0,17.08,26906.30350393813,7.716279017241743e+19,121118.27584798363,4968769.467956031,5591433.367529351,0.0002,0.0002,34.849856,11.420744,True,True,10000,154,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-a4830308-4fe7-4b9c-a545-470cb2a4cded,0
16.29,0.29,0.0,16.57,51282.33047111719,7.74172893023212e+19,123818.40034837047,4996458.497726857,5613242.295930784,0.0,0.0,34.849856,11.420744,True,True,1000,153,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-72a258b9-a213-46b4-93f5-98eb0de85f79,0
47.47,5.54,0.0,53.01,27816.433778362436,7.701228034674975e+19,122205.96672203104,4947788.106718681,5618872.471371438,0.00018,0.0002,34.849856,11.420744,True,True,100000,110,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-2a8433fd-8567-45ba-835a-dcacfd2573c3,0
17.49,0.88,0.0,18.37,28184.12673766088,7.71591791641891e+19,123132.78462279784,4961667.863721997,5562547.65143416,0.0,0.0002,34.849856,11.420744,True,True,10000,163,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-75b175da-bbde-47fd-b735-4af6b30512a5,0
16.53,5.49,0.0,22.02,29352.4039786322,7.72218671016313e+19,122357.89242967711,4966357.902004858,5595183.370055128,0.0002,0.00028,34.849856,11.420744,True,True,100000,152,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-60752b31-f8d7-4986-89f7-3895f1f83aca,0
16.73,5.48,0.0,22.21,31660.00288488836,7.703225835995847e+19,122315.49700744107,4953679.181716998,5581302.572553494,0.00018,0.00038,34.849856,11.420744,True,True,100000,155,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-d95f9b28-468d-4b39-b6b2-4268f7c71c2d,0
80.04,0.75,0.0,80.79,29466.182849783305,7.692265313038e+19,122019.48168972839,4949182.975061352,5583755.931746542,0.0,0.0002,34.849856,11.420744,True,True,10000,64,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-765914b7-657a-453d-8f2d-f68b749ffaa4,0
22.43,0.77,0.0,23.2,32030.090462158314,7.70906466575114e+19,120994.88540008053,4956458.119868133,5606839.919573322,0.0,0.0002,34.849856,11.420744,True,True,10000,157,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-34c813e5-0384-42ec-bc2f-b1293da4b727,0
19.09,0.77,0.0,19.86,15384.519747417957,7.699311957809835e+19,121450.50745306144,4939721.052560762,5625806.911726004,0.0,0.0,34.849856,11.420744,True,True,10000,160,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-d9417de3-f85c-4f29-ba37-1e25a6299148,0
20.2,5.48,0.0,25.68,32170.312233579447,7.727081145753431e+19,122202.41621343467,4967189.76639981,5595495.525174252,0.00022,0.00016,34.849856,11.420744,True,True,100000,158,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-481eebfb-b96e-4869-8a1a-06f35056e442,0
17.72,5.47,0.0,23.19,28201.377041740674,7.705998333460444e+19,121927.75538978328,4952492.2502782885,5606111.2606947,0.00018,0.0002,34.849856,11.420744,True,True,100000,167,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-7a19adc1-bc5f-48ba-b049-1bd985798b92,0
18.02,0.86,0.0,18.88,26922.723890873265,7.72214052457189e+19,120197.61461425276,4960609.382122588,5611827.6227174755,0.0004,0.0004,34.849856,11.420744,True,True,10000,169,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-fe0870c1-7142-4f44-9fe5-eff906ddbaac,0
15.04,0.28,0.0,15.31,38462.91627420958,7.893790548127454e+19,123933.01763407166,5048446.755696433,5740477.966512558,0.0,0.0,34.849856,11.420744,True,True,1000,171,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-3d5cef3e-6125-4ae6-be12-fabb48b0342e,0
12.45,0.41,0.0,12.86,12822.455201698333,7.60623239368194e+19,121057.54706267787,4902820.345412254,5443439.572368238,0.001996,0.0,34.849856,11.420744,True,True,1000,168,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-d200264a-559a-4423-a700-de4fb795e9e8,0
23.07,0.28,0.0,23.34,0.0,7.873965709374256e+19,123346.9599732081,5057272.869791893,5711752.822319885,0.0,0.0,34.849856,11.420744,True,True,1000,165,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-2b198897-1ca8-4e3e-981e-93e86523efde,0
15.21,0.74,0.0,15.95,23060.30286206165,7.737875116398353e+19,123019.08033933584,4972899.92214272,5581907.050374446,0.0,0.0004,34.849856,11.420744,True,True,10000,172,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-30002bc4-9819-46d3-bd12-cab004601a2e,0
13.86,0.29,0.0,14.16,25642.439351028177,7.599619777783713e+19,121078.988990891,4870958.336036202,5647473.116501428,0.0,0.0,34.849856,11.420744,True,True,1000,174,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-63c039c6-7f8b-47db-9f8c-a5cc711aa0de,0
14.06,0.79,0.0,14.85,24357.539545925327,7.686008227823501e+19,121189.2494162291,4940156.023491701,5633350.634645353,0.0004,0.0002,34.849856,11.420744,True,True,10000,166,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-462494f8-c8c4-4b52-9f7b-da58aba68f21,0
13.41,0.87,0.0,14.28,29475.91630692477,7.699735207254837e+19,122737.69176935985,4946698.928618377,5589782.780265741,0.0004,0.0,34.849856,11.420744,True,True,10000,133,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-ab8c3cbb-6d19-4133-a323-a64e4f5b39b5,0
10.9,0.91,0.0,11.81,21777.91262748207,7.697814788162747e+19,121840.13287273784,4945156.040019191,5601170.95690561,0.0006,0.0,34.849856,11.420744,True,True,10000,181,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-cb98a85c-c111-4fe4-83d2-5812a0ffa273,0
9.11,0.77,0.0,9.88,26902.46665113709,7.772485983966065e+19,124626.23458015532,4994105.207572609,5559450.649348654,0.0004,0.0,34.849856,11.420744,True,True,10000,178,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-7caabfbf-6570-442d-abfa-0982f1ad06b4,0
18.86,5.49,0.0,24.35,29861.899748539076,7.697312776786077e+19,122172.82237926437,4950077.579038277,5584937.303778018,0.00032,0.00022,34.849856,11.420744,True,True,100000,164,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-62279296-825a-4f93-b781-8afb326245ac,0
28.05,5.47,0.0,33.52,30378.621229293803,7.7142613967193e+19,122228.65468084157,4959922.194462199,5606518.645121696,8e-05,0.00014,34.849856,11.420744,True,True,100000,143,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-77e48a8c-070a-4eb5-8e5c-67883b861fda,0
6.44,0.29,0.0,6.73,0.0,7.673486557759775e+19,122695.00887487366,4943238.826344276,5580923.557104792,0.001996,0.0,34.849856,11.420744,True,True,1000,183,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-67ba7c13-49a8-4bdf-948b-4a29196e4285,0
18.23,5.53,0.0,23.76,30759.070355959226,7.730918269815248e+19,123198.13102156608,4972327.491663039,5586972.819166005,0.00026,0.00018,34.849856,11.420744,True,True,100000,170,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8aed6f92-e481-49e7-9c58-7d56939a3c46,0
8.19,0.28,0.0,8.47,0.0,7.896094582937698e+19,130589.52498354779,5080044.8079613075,5547226.623584554,0.001996,0.0,34.849856,11.420744,True,True,1000,186,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-33615dce-a5e4-4d57-847d-e2cdccb5c029,0
7.57,0.27,0.0,7.85,38458.249972752805,7.575508696846524e+19,118641.04937078797,4856634.493281904,5791392.40051847,0.0,0.0,34.849856,11.420744,True,True,1000,189,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-d2ff436a-5263-496d-a613-7bf55a1d979d,0
6.44,0.4,0.0,6.84,12683.188812282673,7.82721520025944e+19,124207.1797102795,5040226.1323784655,5596158.759337023,0.0,0.0,34.849856,11.420744,True,True,1000,192,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-035043ca-0663-484b-b17e-fca61eb50d79,0
7.09,0.72,0.0,7.81,38443.37996877089,7.733468269573346e+19,123287.17678664956,4975665.03661655,5598144.403221315,0.0,0.0004,34.849856,11.420744,True,True,10000,193,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-bb6454d0-9293-42e3-9cab-0ce0c14753ab,0
8.29,0.85,0.0,9.14,34611.598944322745,7.692471066327676e+19,122120.84261240464,4938783.594498969,5576879.62320335,0.000799,0.0,34.849856,11.420744,True,True,10000,184,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-b0c9db46-ce6c-4f96-8d7e-04ff670fa75c,0
5.63,0.27,0.0,5.89,25640.196957757547,7.6148593571892e+19,118294.98825223494,4909369.333618269,5654791.971751174,0.0,0.0,34.849856,11.420744,True,True,1000,198,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-0f1da1b6-2790-4d36-8533-fa8c2fd44df3,0
7.59,0.28,0.0,7.87,12822.628492481324,7.704757772799528e+19,121775.021181721,4952135.965554381,5535797.326985633,0.003984,0.0,34.849856,11.420744,True,True,1000,195,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-f42939de-7e2a-4c8e-bb2b-eb142e749536,0
12.94,5.5,0.0,18.45,29223.93046012202,7.708682928509549e+19,122047.72068361117,4956771.305395386,5598275.866067839,0.00018,0.00014,34.849856,11.420744,True,True,100000,173,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-66fe1506-dbe9-4ba8-8548-5d18e73f84e4,0
6.52,0.72,0.0,7.24,28201.721167386993,7.710095832445613e+19,123053.38922888812,4952766.355911207,5597677.282364533,0.0,0.0004,34.849856,11.420744,True,True,10000,196,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-a7e27c13-c805-4714-bc72-6db1bbe2db69,0
9.04,5.45,0.0,14.49,29997.840912265805,7.69693171479002e+19,121958.7484293322,4949273.748293389,5596977.2657748675,0.00018,0.00014,34.849856,11.420744,True,True,100000,182,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-c440f7be-977f-4c42-b716-c5b92a4305e6,0
8.21,5.52,0.0,13.73,29476.221098964616,7.714204908725227e+19,122223.27740654832,4959505.377057114,5607833.93111063,0.0003,6e-05,34.849856,11.420744,True,True,100000,185,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-cec05f78-37cd-413c-9ec4-6b9a9566e5ba,0
35.32,5.5,0.0,40.82,25765.131276797565,7.719865157457984e+19,122371.08753987777,4961616.685515798,5607232.519768163,0.00022,0.0003,34.849856,11.420744,True,True,100000,161,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-ba007472-18bb-48df-8a92-ec8919d9d23f,0
20.13,5.65,0.0,25.78,25633.914376485063,7.728015387053202e+19,122530.79207264664,4971128.6024332,5592643.338074067,0.00032,8e-05,34.849856,11.420744,True,True,100000,176,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-dcaef457-7915-4da2-848e-4a304ce61be3,0
8.55,0.76,0.0,9.3,28204.443707532395,7.713046530612126e+19,123454.95963557593,4960140.75454655,5544382.981094144,0.0002,0.0,34.849856,11.420744,True,True,10000,187,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-68e2bc3a-7861-4079-b56b-11fe63dd9dcd,0
8.88,0.73,0.0,9.61,19230.603026885507,7.6752097632973e+19,119984.83479102026,4940232.239659168,5641918.624739326,0.0002,0.0,34.849856,11.420744,True,True,10000,175,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-bfa00014-3624-4d98-add3-995ed0f283b4,0
7.45,0.3,0.0,7.75,25635.763227477903,7.707844959939858e+19,122012.49254870827,4970143.6679380275,5528909.831811344,0.0,0.0,34.849856,11.420744,True,True,1000,204,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-e2bf830b-4800-4fb5-8e87-69ddd8b677bd,0
11.14,5.51,0.0,16.65,29585.47851604698,7.728090478210885e+19,122334.37247095013,4967742.978387852,5615978.500543333,0.00022,0.00016,34.849856,11.420744,True,True,100000,179,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8a797050-fb5a-4b70-93c8-5e69908e8c21,0
5.93,0.28,0.0,6.21,38462.12377502305,7.670801367264263e+19,124751.746543518,4930130.02408721,5578367.393538226,0.001996,0.0,34.849856,11.420744,True,True,1000,210,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-ca54a361-b096-45f4-9e0e-7c2ff2b86d04,0
6.26,0.71,0.0,6.97,29483.074945306842,7.722704507154453e+19,122849.05222358082,4967550.17048373,5594566.387782793,0.0002,0.0,34.849856,11.420744,True,True,10000,208,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-5e4dac86-75ca-4455-812e-f1740611b075,0
10.49,5.51,0.0,16.0,29606.78159669226,7.715023203342583e+19,121984.70821272739,4960277.370021172,5602671.160034716,0.00022,0.00022,34.849856,11.420744,True,True,100000,191,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-e3596d87-786a-45d1-9390-9f5488069348,0
23.3,0.27,0.0,23.56,89736.10292598777,7.542942234511698e+19,120891.81158505629,4822541.148520214,5723916.794581673,0.0,0.0,34.849856,11.420744,True,True,1000,90,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-263af075-a996-409f-b451-0bacb121b24e,0
8.36,0.31,0.0,8.67,64098.957625723866,7.478624341552221e+19,117175.07382702865,4817585.881592487,5485586.72412793,0.0,0.0,34.849856,11.420744,True,True,1000,207,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-75cad777-2662-4436-b3ad-c74f360ee8c6,0
8.83,5.48,0.0,14.31,31139.815374508715,7.715206898906663e+19,121956.69691320641,4960025.735772096,5597073.08911431,0.00028,0.00018,34.849856,11.420744,True,True,100000,203,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-6ab921b5-ed6a-47a2-a1d0-d0d3eba54ba9,0
8.88,0.29,0.0,9.17,25640.960051866725,7.759375312860016e+19,126282.82402563594,4991571.717801207,5637551.925478103,0.0,0.0,34.849856,11.420744,True,True,1000,213,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8accef9c-711a-4eea-a59d-c834f8403b54,0
8.3,0.72,0.0,9.02,26921.814301637856,7.709420492468024e+19,122529.47986455595,4957327.052206094,5552020.406030577,0.0,0.0002,34.849856,11.420744,True,True,10000,211,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-af7c1cd5-90c0-47fa-83e5-e3cf4007136a,0
8.4,5.46,0.0,13.86,29221.880466944724,7.710391403532873e+19,121921.48159089543,4954818.1211157385,5621142.2282998,0.00012,0.00018,34.849856,11.420744,True,True,100000,188,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8bcc05c4-7d6d-4f5c-a422-8103b87078cb,0
8.28,0.82,0.0,9.1,34610.88697715372,7.72779787470209e+19,123708.99545279148,4959430.488684499,5586858.343222757,0.0002,0.0,34.849856,11.420744,True,True,10000,202,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-f719550b-df21-4027-b118-13c4af808704,0
9.99,0.75,0.0,10.74,30768.0394853103,7.686023890146286e+19,121531.88111567785,4945863.463581601,5569526.005263227,0.000799,0.0002,34.849856,11.420744,True,True,10000,214,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-b0924259-b8ee-430a-a394-c2da149b3ec2,0
10.0,5.45,0.0,15.45,27814.275947978633,7.705357554541753e+19,122688.08037412137,4952793.663209643,5585342.722641372,0.00016,0.00026,34.849856,11.420744,True,True,100000,209,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-08a60df5-63ce-4b83-9f9a-c5f452b84d67,0
9.26,0.72,0.0,9.98,30766.42960343538,7.71329735431844e+19,122528.5977034943,4957656.8653518865,5628116.983974473,0.000799,0.0,34.849856,11.420744,True,True,10000,220,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-3d3939ba-d51f-4f42-90d0-d51080e31547,0
9.66,0.27,0.0,9.93,38463.12751902444,7.705689246117939e+19,124326.81683430822,4951242.427855086,5465381.645246735,0.0,0.0,34.849856,11.420744,True,True,1000,219,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-13a63889-35af-4098-ae01-8264a91e9192,0
11.5,5.49,0.0,16.99,26021.33792630606,7.721930136564531e+19,122579.89939745129,4963936.418878618,5608645.066629531,0.00028,0.00022,34.849856,11.420744,True,True,100000,197,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-3a741132-4198-48e2-ace9-b5663cf91df0,0
11.9,5.52,0.0,17.41,25894.09107934523,7.718364379658255e+19,122342.4557809464,4961265.9780175965,5606293.198728339,0.00036,0.00028,34.849856,11.420744,True,True,100000,212,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-21854155-eb46-4cf4-87b6-718c6487566e,0
11.36,0.28,0.0,11.64,0.0,7.834112998611809e+19,128737.54937371098,5017873.967787992,5642540.238053811,0.0,0.0,34.849856,11.420744,True,True,1000,222,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-4eff116e-5dc4-4f25-8284-ac0f31013f2c,0
11.47,0.75,0.0,12.23,32050.28071750934,7.70110991256658e+19,122398.43144254155,4958816.58458468,5595053.4647691725,0.0002,0.0,34.849856,11.420744,True,True,10000,199,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-0c52cb16-f307-4964-80a3-af2c41acf859,0
10.33,0.93,0.0,11.26,24359.712530949226,7.712980420575198e+19,122670.69963350221,4958903.035509024,5605153.729057427,0.0,0.0006,34.849856,11.420744,True,True,10000,223,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-5e69d25a-7a32-4e39-9baa-df8ec1263ab4,0
10.61,5.48,0.0,16.09,27558.6583882059,7.71491020608149e+19,122524.79064281401,4956654.536220185,5604962.458437909,0.00026,0.00018,34.849856,11.420744,True,True,100000,218,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-746af57a-2992-4640-8109-83f635e22474,0
12.08,5.6,0.0,17.67,32300.63075756916,7.710126081112383e+19,122171.90349283203,4959346.31660919,5605057.178318163,0.00022,0.0001,34.849856,11.420744,True,True,100000,194,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-3f64a7c4-ff18-42df-8d50-c144a6007bbd,0
9.39,0.26,0.0,9.65,12818.801268863805,7.67913759327565e+19,122028.62331399224,4918681.837200599,5663655.593366533,0.0,0.0,34.849856,11.420744,True,True,1000,231,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-4e4568a3-1879-46b0-a937-e556509078f3,0
10.25,0.31,0.0,10.56,25637.865712657047,7.835740963286694e+19,117945.50668367848,5045668.487409547,5683818.400921674,0.0,0.0,34.849856,11.420744,True,True,1000,234,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8affe2c0-47e1-47bb-bc74-7c2a3b2734e8,0
23.22,0.3,0.0,23.51,0.0,7.678079679364019e+19,123121.92260576274,4930302.563059111,5553972.806420484,0.0,0.0,34.849856,11.420744,True,True,1000,201,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-0d2cc5e3-9f6c-420b-b3c4-24c57b9d36b9,0
