sdcc_preruntime_min,ascot_runtime_min,cleaning_time_min,total_runtime_min,lost_power_W_output,number_particles,current_drive_A,power_deposited_to_ions_W,power_deposited_to_electrons_W,shine_inj1,shine_inj2,te0,teav,shine_success,success,marker_quantity,index,run_dir,batch_num
14.27,5.45,0.0,19.72,26272.823652650954,7.702272498596751e+19,121702.84459517778,4954470.639217837,5596769.777247099,0.00022,0.0001,34.849856,11.420744,True,True,100000,53,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8cc92231-89f6-431a-b5c9-b85c50f47e30,0
6.92,0.77,0.0,7.69,38439.31889316564,7.74668210812939e+19,123496.16886920625,4976716.461382241,5620466.240327606,0.0002,0.0002,34.849856,11.420744,True,True,10000,79,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-44b64339-f92d-482b-8ef4-e018250ef51c,0
6.16,0.95,0.0,7.11,12819.117989749811,7.728445197542226e+19,121786.05500576767,4972936.077945487,5591275.426162138,0.0,0.0002,34.849856,11.420744,True,True,10000,85,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-97be08ed-bdfb-4499-b72a-ac0dc1b20ca2,0
8.16,5.51,0.0,13.68,27428.32750206515,7.71444699162027e+19,122679.2032265103,4957176.81022469,5624945.730903188,0.00026,0.0001,34.849856,11.420744,True,True,100000,71,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-80e5fee3-6684-4713-b5ff-0b90be25530f,0
11.13,0.31,0.0,11.44,38459.779814464724,7.66750274097372e+19,121618.05329770232,4920889.473031918,5768582.734299388,0.0,0.0,34.849856,11.420744,True,True,1000,96,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-c70116f8-7313-4198-a118-360a260948bc,0
9.05,0.36,0.0,9.4,51280.01929291532,7.648291157347708e+19,118791.67243899881,4896935.455828981,5571907.239890076,0.0,0.0,34.849856,11.420744,True,True,1000,87,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-c7dc7d04-df7b-480a-b7de-a71b20e2d7b0,0
11.22,0.27,0.0,11.49,12821.405451213825,7.677519382456798e+19,117551.96020273732,4958132.621240545,5540963.434861702,0.001996,0.0,34.849856,11.420744,True,True,1000,72,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-6923c9b5-9925-44ce-9ccc-43225a64bbe5,0
9.04,5.47,0.0,14.5,28068.008431960523,7.722501811311183e+19,122385.55720218678,4965286.645741688,5600771.694664548,0.00034,0.0002,34.849856,11.420744,True,True,100000,80,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-bfcd917d-c5be-4b57-96eb-f251fd3677c0,0
8.82,0.77,0.0,9.59,35893.593748276064,7.72297272136917e+19,122979.04926132201,4974059.760193017,5533640.788885674,0.000799,0.0002,34.849856,11.420744,True,True,10000,88,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-390c67c6-6c68-4518-b90c-59cb592e608b,0
27.79,0.73,0.0,28.51,24358.249379217403,7.712791760451704e+19,123006.57743414817,4948799.674450745,5622795.439111867,0.0,0.0,34.849856,11.420744,True,True,10000,61,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8e56ad88-3f45-434e-a6b4-cf46b8b6a9ab,0
7.75,0.93,0.0,8.68,26920.525758679698,7.753049488094172e+19,123405.52823410045,4979046.938181777,5590365.2507295525,0.0004,0.0002,34.849856,11.420744,True,True,10000,91,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-980018f1-358a-4687-834d-5f17a552681b,0
7.37,0.27,0.0,7.64,51279.63620033176,7.611990146898423e+19,118247.90787420774,4916286.653448222,5664004.741556193,0.001996,0.0,34.849856,11.420744,True,True,1000,102,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-85d46236-8f18-4dcb-8f78-3296f6e630f6,0
7.92,5.52,0.0,13.44,27558.34158037142,7.720771172232878e+19,122240.81873819689,4966299.155153144,5609253.791377738,0.00028,0.00024,34.849856,11.420744,True,True,100000,74,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-5cdbc7e6-1ad4-4499-8af2-dac13f57f0d6,0
9.37,5.5,0.0,14.86,26145.952563404513,7.71439658408383e+19,121899.61416773866,4957316.017556864,5621249.492580114,0.00034,0.00018,34.849856,11.420744,True,True,100000,83,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-901bbe78-fb5d-4e33-8515-800f62a7a25f,0
7.49,0.74,0.0,8.23,35874.688573062704,7.738803208761275e+19,123217.81470227226,4970417.415051202,5564773.23020373,0.0004,0.0004,34.849856,11.420744,True,True,10000,103,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-4b539b9d-c053-475a-81af-a4ab77419d8e,0
13.46,5.49,0.0,18.95,29729.670442843777,7.685648200311706e+19,121169.72446730899,4942985.615493666,5599838.815446632,0.00016,8e-05,34.849856,11.420744,True,True,100000,92,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-0cceb53d-89c5-4a1a-88ee-972a31258105,0
9.19,5.47,0.0,14.66,28965.18880586439,7.713510525180517e+19,122397.6249660486,4960807.763430579,5601475.053123806,0.00034,0.00026,34.849856,11.420744,True,True,100000,86,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-7aa9626d-bf72-4c5a-9828-f7c460a2cb82,0
8.27,0.73,0.0,9.0,14102.394740073354,7.751203449175124e+19,124548.26045107468,4993381.770356388,5577247.226862648,0.0002,0.0004,34.849856,11.420744,True,True,10000,97,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-d58c2c6f-9778-46dc-9019-901ded38d8b7,0
11.21,0.28,0.0,11.49,25641.91440617508,7.446108695592632e+19,115274.99497699577,4794447.364773039,5520593.837068515,0.0,0.0,34.849856,11.420744,True,True,1000,78,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-7882ddb1-5fc6-4535-81e6-855afcb8c339,0
9.02,5.46,0.0,14.48,28064.863094344073,7.7190798338234e+19,122504.88135663295,4962133.4276248,5603467.014586194,0.0002,0.00014,34.849856,11.420744,True,True,100000,89,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-6a0fb960-87e2-4a54-acba-9cc4df1fe154,0
26.72,0.3,0.0,27.02,76919.02878217294,7.646579057097972e+19,118672.5059661795,4919083.746067071,5604061.410309554,0.0,0.0,34.849856,11.420744,True,True,1000,60,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-f794a911-0d69-472e-8c36-9c966b821da2,0
6.07,0.78,0.0,6.85,25640.3413450283,7.739972744194599e+19,123177.12656863469,4963221.1350901965,5636583.73206779,0.0004,0.0004,34.849856,11.420744,True,True,10000,106,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-b75da8b3-ef44-4ff3-9cb6-83094c0728a6,0
16.42,5.5,0.0,21.92,25638.183002203048,7.707123292867384e+19,122348.953376565,4956286.447253031,5596681.6928062225,0.00022,0.00024,34.849856,11.420744,True,True,100000,68,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8d0c95de-43b5-48f7-be1c-41e7dc11cf7d,0
8.61,5.5,0.0,14.11,30633.085667611023,7.717504749565864e+19,122339.47245093282,4961199.200314771,5598570.687077962,0.00012,0.00022,34.849856,11.420744,True,True,100000,95,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-c53d4cff-5946-430e-9a18-d754f0ce9f23,0
8.58,5.48,0.0,14.06,32175.64499363236,7.699910304847027e+19,122137.14788756585,4948618.072506844,5613324.949889085,0.0002,0.00018,34.849856,11.420744,True,True,100000,101,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-b682d932-0bb9-461c-beb8-04571bce8759,0
8.14,0.3,0.0,8.43,64087.68864685435,7.713922088096383e+19,123827.77688074602,4957072.177131449,5567333.509404485,0.0,0.0,34.849856,11.420744,True,True,1000,108,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-f2f6b0ef-a476-460a-a61e-a18b7d847922,0
7.33,0.28,0.0,7.61,76912.55848150759,7.66187127018467e+19,122537.23999072234,4922082.602412131,5511006.839286393,0.0,0.0,34.849856,11.420744,True,True,1000,111,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-2979fcff-17ef-44d6-a66d-1609c624d866,0
7.85,0.86,0.0,8.71,26922.067456921675,7.706203204322904e+19,122362.72733818516,4942911.866239451,5608799.075912656,0.0004,0.0002,34.849856,11.420744,True,True,10000,109,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8675be95-3c5d-4510-a482-b1d69c154117,0
8.96,0.74,0.0,9.69,24356.493467877062,7.73375836688086e+19,122458.8051102021,4974755.026515848,5608589.98287343,0.0006,0.0,34.849856,11.420744,True,True,10000,100,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-42b1f99b-2a2f-47fd-83f3-14ebe6bf035f,0
9.39,0.7,0.0,10.09,30740.179734159217,7.646439422838525e+19,119765.57556954183,4913172.521996519,5592226.839385591,0.0002,0.0004,34.849856,11.420744,True,True,10000,115,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-ebd17078-7c11-4ba7-af45-fa0a9b4df4b4,0
9.94,0.27,0.0,10.21,25642.68171824753,7.938312345025457e+19,124624.68144274509,5092530.142139604,5762425.605856183,0.001996,0.0,34.849856,11.420744,True,True,1000,93,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-fd23ddfd-8b3b-47ef-8ce1-631db980f9ac,0
12.3,0.28,0.0,12.58,38460.62017352685,7.743777690651967e+19,121390.60887643528,4991511.681639454,5499825.516753279,0.0,0.001996,34.849856,11.420744,True,True,1000,105,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-132be804-8d8e-44c8-9ad5-b5331dd18bd2,0
19.59,0.29,0.0,19.88,38458.855547212625,7.73483517455055e+19,123130.20192882382,4981660.800151382,5456550.542538741,0.0,0.0,34.849856,11.420744,True,True,1000,84,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-c4914a8b-916f-4a76-9c4c-b12f9fbb0e11,0
9.63,1.08,0.0,10.71,30768.808954674245,7.717368879486388e+19,122394.61519119039,4966115.99432922,5587204.61059495,0.0006,0.0,34.849856,11.420744,True,True,10000,118,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-5e2d3954-51a5-4992-ab67-32fc6f7e4a37,0
11.19,0.28,0.0,11.46,12823.083313719415,7.71869412136402e+19,122506.56133455598,4937100.369691109,5583783.093328241,0.0,0.0,34.849856,11.420744,True,True,1000,114,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-6b44d5e9-831e-47b7-b5d3-062fe5e7f9b3,0
10.16,5.54,0.0,15.7,27945.299198385223,7.709734271427232e+19,121987.62589328908,4957548.643201955,5604088.713072086,0.00026,0.00012,34.849856,11.420744,True,True,100000,77,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-3f266666-7332-4662-8b91-7f7b161e396f,0
10.58,0.28,0.0,10.86,25634.047682104738,7.722317688025547e+19,119129.04497352471,4941301.512612888,5633978.013685019,0.0,0.0,34.849856,11.420744,True,True,1000,120,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-5f48dc91-354d-4204-88e0-b58d1d8bda3d,0
10.49,5.47,0.0,15.95,26755.909159363673,7.713493267881746e+19,121685.50902414639,4955586.477336336,5614504.274363201,0.00034,0.00018,34.849856,11.420744,True,True,100000,104,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-9bc1d575-3b29-4c04-8295-0b7a612fe69e,0
10.18,5.47,0.0,15.65,29858.001543755883,7.73270331599728e+19,122777.50363462458,4971757.750096785,5608069.83470518,0.00014,0.00018,34.849856,11.420744,True,True,100000,116,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-5be109c4-2fe7-40ea-b43d-8429003b6fd8,0
12.34,0.75,0.0,13.09,32047.709371616933,7.739853544127111e+19,123179.85937552548,4969004.81414791,5597550.395617324,0.0002,0.0,34.849856,11.420744,True,True,10000,82,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-4c3fb031-9d64-46ee-a721-718aee0f97db,0
12.15,0.28,0.0,12.43,12821.67334598728,7.848431073302697e+19,128212.21140080849,5057343.081730008,5673278.0978335235,0.0,0.0,34.849856,11.420744,True,True,1000,99,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-08a6f335-98b1-48dc-9fc4-d17fc3b36aa7,0
12.27,0.82,0.0,13.08,35893.68050183791,7.760604380347241e+19,123397.80106614887,4987184.941125056,5556454.666113482,0.0,0.0,34.849856,11.420744,True,True,10000,112,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-ee1496d1-7d16-4d4b-95e8-3be2e59d1d63,0
14.01,0.79,0.0,14.79,35580.86644620591,7.683497405223082e+19,120551.55649490393,4942186.663955748,5556038.176817735,0.000799,0.0002,34.849856,11.420744,True,True,10000,121,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8172b1c8-6798-4486-bcfc-602d8ce8dae6,0
15.48,1.04,0.0,16.52,20511.259869912326,7.799760107333693e+19,124449.46533328625,5017596.558133623,5590854.416323173,0.0006,0.0006,34.849856,11.420744,True,True,10000,124,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-36fd2b1f-8469-4d99-a1ae-66900d2acc26,0
13.0,5.49,0.0,18.49,30759.57820450817,7.70600928359584e+19,121698.709487391,4955315.388707981,5614876.307292698,0.00022,0.0002,34.849856,11.420744,True,True,100000,119,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-0a54a6b6-66d5-4f8c-b355-51f7805c996e,0
13.3,0.29,0.0,13.59,38455.86431566817,7.717385514463335e+19,120617.70032112353,4993504.98640736,5596735.659225578,0.0,0.0,34.849856,11.420744,True,True,1000,129,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-830e25d4-f2f0-46b1-986c-112f5573b60f,0
13.11,0.27,0.0,13.38,51282.25519192019,7.673553629472757e+19,124967.57920498222,4896409.81860336,5613455.663272404,0.0,0.0,34.849856,11.420744,True,True,1000,117,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-92324951-5aea-4df2-bd72-66872ff90cd4,0
18.6,5.5,0.0,24.1,26402.116903983704,7.687901298805601e+19,121579.54471379898,4944134.814178327,5609495.776034139,0.00018,0.00014,34.849856,11.420744,True,True,100000,107,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-3aff2bf6-5541-4782-a1b5-72d43084ad8b,0
14.11,0.67,0.0,14.78,0.0,7.795834271553967e+19,125575.60176940756,5018489.470391554,5496618.49629998,0.0,0.0,34.849856,11.420744,True,True,1000,126,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-b7cd89d8-1961-4ffe-9f6b-cd456111bf1e,0
16.73,5.52,0.0,22.24,33832.09752960156,7.725409274019427e+19,121981.53270942754,4968230.768805961,5604575.302001966,0.0002,0.0001,34.849856,11.420744,True,True,100000,113,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-1f7b69d4-057d-496f-868b-dfbde6aa37d0,0
15.16,5.47,0.0,20.63,30885.019108068245,7.72402947802369e+19,123153.45339521253,4963478.409413075,5610711.248053347,0.0003,2e-05,34.849856,11.420744,True,True,100000,122,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-71f686ef-4273-4e67-b2e4-7d08eca466e0,0
13.22,0.27,0.0,13.49,51278.348639636184,7.643681731934649e+19,119607.99616868306,4918944.254036185,5579512.987961358,0.0,0.0,34.849856,11.420744,True,True,1000,132,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-e1d7a1fb-d01e-40c6-87d8-6113fdeb91d0,0
13.69,0.35,0.0,14.05,12815.244448012854,7.720058481737014e+19,126007.96322263501,4964680.526239135,5471957.538867707,0.0,0.0,34.849856,11.420744,True,True,1000,123,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-b02439c2-06ac-48a6-b983-0eb28129e5a3,0
13.42,0.28,0.0,13.69,38457.94850695202,7.73301221121141e+19,124799.33784740018,4941516.011832431,5644143.8130039275,0.0,0.0,34.849856,11.420744,True,True,1000,135,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-c3145b47-91ee-418f-a935-31c29bad550c,0
41.92,5.51,0.0,47.43,32170.749312250002,7.697217987039196e+19,122101.13678785093,4946163.63330919,5600417.704204637,0.00016,0.0002,34.849856,11.420744,True,True,100000,65,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-8478a32c-ba2f-4796-8666-24340b4da37a,0
14.15,0.83,0.0,14.98,25638.136412634318,7.735319464557724e+19,122160.18308446005,4975426.546509218,5654351.125209493,0.0002,0.0006,34.849856,11.420744,True,True,10000,127,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-633fe906-fc00-40ee-b92c-8b8000ad7647,0
14.95,5.48,0.0,20.43,27815.16423267844,7.706846831278321e+19,121877.39629174783,4954959.633402523,5606250.100662463,0.00012,0.00016,34.849856,11.420744,True,True,100000,131,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-266e4be9-581a-46e6-9d46-ca6d4ac235f7,0
12.02,0.82,0.0,12.84,42304.405445229524,7.645039939996631e+19,119377.61946515425,4926007.1875745095,5616201.655346159,0.0006,0.0002,34.849856,11.420744,True,True,10000,142,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-3760abf8-b979-418d-9937-067b3c033d48,0
11.61,0.27,0.0,11.88,51271.29321771392,7.836926564201828e+19,123676.86449135552,5029499.145765463,5652548.050121465,0.0,0.0,34.849856,11.420744,True,True,1000,144,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-6e105a67-f5af-43f2-9ede-06ecea5b475e,0
16.56,5.48,0.0,22.04,32300.976921397552,7.720296312036744e+19,122189.12248205688,4961297.816828551,5605300.322161609,0.00032,0.00024,34.849856,11.420744,True,True,100000,128,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-f54b57d9-9a46-4205-ad35-6ee1478f4954,0
20.37,0.72,0.0,21.09,33315.706819453466,7.734578036310732e+19,121762.13630915184,4969925.290425365,5632122.079346201,0.0004,0.0006,34.849856,11.420744,True,True,10000,136,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-25f46182-469e-4e22-aca9-18d51cbd4a97,0
24.33,5.48,0.0,29.81,28709.330323584385,7.723945423946295e+19,122968.25908104458,4964070.572477495,5601905.406350417,0.00028,0.00014,34.849856,11.420744,True,True,100000,125,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-160b86c4-c206-45f2-b734-915a86d4170c,0
17.12,5.47,0.0,22.59,26528.055723988524,7.728183320705222e+19,122474.33537061639,4965457.87959259,5607989.438859345,0.00028,0.00024,34.849856,11.420744,True,True,100000,134,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-064b0273-dc02-4323-81f0-776691864b75,0
12.84,0.79,0.0,13.63,24358.199949727263,7.730425936684247e+19,122650.34102270727,4970383.438841764,5636153.517351962,0.0002,0.0002,34.849856,11.420744,True,True,10000,130,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-d99dbc38-795a-47d3-829a-78898079f5fb,0
16.84,5.46,0.0,22.3,31917.99099941812,7.697255985750165e+19,122116.42953838373,4947417.88000204,5591003.406089129,0.00036,0.00014,34.849856,11.420744,True,True,100000,137,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-93c84155-9972-4ebf-8ac9-b5397dbec75e,0
16.19,0.73,0.0,16.91,43558.73792654466,7.748642605961298e+19,122383.0061878792,4979130.963084027,5634569.588422942,0.0,0.0,34.849856,11.420744,True,True,10000,139,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-02735362-9437-48fe-93c5-2bd69dca1dd3,0
13.24,0.75,0.0,13.99,24357.461952640217,7.667557918425391e+19,121951.40084340959,4931890.9852181645,5600812.591654962,0.0,0.0002,34.849856,11.420744,True,True,10000,145,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-e3b0f31f-4fbe-4562-b90a-2f0f144b48c2,0
13.86,0.27,0.0,14.13,38458.53810381489,7.743642123533735e+19,123617.92693576608,4952724.353045865,5542675.044508696,0.0,0.0,34.849856,11.420744,True,True,1000,138,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-7b74f4cf-8b80-43ae-b92c-6c764997ccd0,0
12.93,5.49,0.0,18.42,28318.877336889975,7.698368482324978e+19,122026.8117853471,4948748.0922539765,5616425.014471628,0.00014,0.00022,34.849856,11.420744,True,True,100000,140,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-84f547f8-e479-4189-8045-4f07e83b53dc,0
13.57,0.27,0.0,13.84,38458.03018320744,7.599651080933043e+19,124990.70672178685,4859368.660462685,5546967.255950298,0.0,0.0,34.849856,11.420744,True,True,1000,150,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-631f98df-da14-48b4-86c2-a2170eb8d4a1,0
16.74,0.78,0.0,17.52,39741.46630321386,7.689881455577992e+19,121855.37146069696,4939207.735126513,5598265.087514927,0.0004,0.0004,34.849856,11.420744,True,True,10000,148,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-a89a884e-6a63-4a9a-8449-f8352d582f42,0
14.83,5.53,0.0,20.35,27685.432240324033,7.710973313637573e+19,121837.73609626762,4957981.804517091,5603727.568895381,0.00024,0.0002,34.849856,11.420744,True,True,100000,146,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-00eae61e-fd3d-4fc2-9ff0-6f0f9c6f531b,0
