success,output_shine_inj1,enbi,nbar,np,hfactor,run_dir,batch_num
True,0.108893,671.1812166500271,2.3958893402164576,1.220025054116776,0.8880649128185997,./data/GPR_VIGF1/batch_11/csv_runner-4a1b55a4-fd4e-4305-b08e-c937f95dadd8,11
True,0.103782,671.1812166500271,2.3958893402164576,1.220025054116776,0.8880649128185997,./data/GPR_VIGF1/batch_11/csv_runner-0713337e-cd1e-4613-a6af-cbbcc1a704ee,11
True,0.103139,671.1812166500271,2.3958893402164576,1.220025054116776,0.8880649128185997,./data/GPR_VIGF1/batch_11/csv_runner-521b2c3b-7b69-4e2f-a229-746c58403298,11
True,0.004182,553.2097659356914,4.99606081408665,1.3328423680532684,1.255087510891158,./data/GPR_VIGF1/batch_12/csv_runner-b14e7c49-7a27-4e28-9a65-852f2cab3f25,12
True,0.002792,553.2097659356914,4.99606081408665,1.3328423680532684,1.255087510891158,./data/GPR_VIGF1/batch_12/csv_runner-647334b9-6636-4510-aae8-b0d791272d8a,12
True,0.003786,553.2097659356914,4.99606081408665,1.3328423680532684,1.255087510891158,./data/GPR_VIGF1/batch_12/csv_runner-9dd16971-1023-4fa5-9e67-d593a23b28d0,12
True,0.002195,553.2097659356914,4.99606081408665,1.3328423680532684,1.255087510891158,./data/GPR_VIGF1/batch_12/csv_runner-15c34406-14d6-416b-83e4-a1cd14810713,12
True,0.001797,553.2097659356914,4.99606081408665,1.3328423680532684,1.255087510891158,./data/GPR_VIGF1/batch_12/csv_runner-949077d4-47b5-4d8f-a83f-f26fc6369a46,12
True,0.228633,726.9484410381499,1.690494076985976,1.1183311814987906,1.3222099961704123,./data/GPR_VIGF1/batch_13/csv_runner-80969eb9-ca63-4e40-a9a0-c53abe890f6e,13
True,0.224686,726.9484410381499,1.690494076985976,1.1183311814987906,1.3222099961704123,./data/GPR_VIGF1/batch_13/csv_runner-2155a0ef-d0b3-472e-a7ca-c9c6e0ceba43,13
True,0.224806,726.9484410381499,1.690494076985976,1.1183311814987906,1.3222099961704123,./data/GPR_VIGF1/batch_13/csv_runner-60be04ff-e213-4182-9a0f-a8f02411342a,13
True,0.222274,726.9484410381499,1.690494076985976,1.1183311814987906,1.3222099961704123,./data/GPR_VIGF1/batch_13/csv_runner-b73a1bc5-6e3f-45eb-be72-27074318e33b,13
True,0.213218,726.9484410381499,1.690494076985976,1.1183311814987906,1.3222099961704123,./data/GPR_VIGF1/batch_13/csv_runner-9a3f9c0e-f016-424e-bd7a-1495e1ce49a5,13
True,0.039385,652.9783120753262,3.1485661033443426,1.088386391469616,1.399629998864663,./data/GPR_VIGF1/batch_14/csv_runner-35957233-7e2d-450f-ad0c-212f5f8384b1,14
True,0.041411,652.9783120753262,3.1485661033443426,1.088386391469616,1.399629998864663,./data/GPR_VIGF1/batch_14/csv_runner-4113d715-6b56-4392-82b3-9cc0826f396a,14
True,0.043977,652.9783120753262,3.1485661033443426,1.088386391469616,1.399629998864663,./data/GPR_VIGF1/batch_14/csv_runner-fe5c6272-26be-47c5-b585-a64eddbc7bf8,14
True,0.046529,652.9783120753262,3.1485661033443426,1.088386391469616,1.399629998864663,./data/GPR_VIGF1/batch_14/csv_runner-8c6b92ca-575c-4d09-a533-996e4fd00a1d,14
True,0.037165,652.9783120753262,3.1485661033443426,1.088386391469616,1.399629998864663,./data/GPR_VIGF1/batch_14/csv_runner-b7989210-9a1e-4708-9de8-9035e1d1b2c3,14
True,0.080713,503.7535163999999,2.0789718615292445,1.3987554178403765,1.387421706364027,./data/GPR_VIGF1/batch_15/csv_runner-41fea9af-4975-4d01-bcdd-57f3222b601c,15
True,0.084919,503.7535163999999,2.0789718615292445,1.3987554178403765,1.387421706364027,./data/GPR_VIGF1/batch_15/csv_runner-cd5570be-e2e1-4be4-a72b-56bfc1ff0c91,15
True,0.083746,503.7535163999999,2.0789718615292445,1.3987554178403765,1.387421706364027,./data/GPR_VIGF1/batch_15/csv_runner-3b2783de-47a9-421f-a136-1e2260a8423b,15
True,0.085254,503.7535163999999,2.0789718615292445,1.3987554178403765,1.387421706364027,./data/GPR_VIGF1/batch_15/csv_runner-1fb72cd1-d62f-43cf-b987-2b8c5747a4b1,15
True,0.083746,503.7535163999999,2.0789718615292445,1.3987554178403765,1.387421706364027,./data/GPR_VIGF1/batch_15/csv_runner-53b442bd-3043-42da-96aa-515b9500ec56,15
True,0.080882,983.1159560715907,3.222587234231241,1.4665116108001055,1.3630526409290795,./data/GPR_VIGF1/batch_16/csv_runner-904a921f-240c-4ff4-85dd-b9bc8129844e,16
True,0.088423,983.1159560715907,3.222587234231241,1.4665116108001055,1.3630526409290795,./data/GPR_VIGF1/batch_16/csv_runner-d4981fb3-3a7d-4587-a709-a3c7b4a8c580,16
True,0.083914,983.1159560715907,3.222587234231241,1.4665116108001055,1.3630526409290795,./data/GPR_VIGF1/batch_16/csv_runner-494acc8b-9971-4b09-8bf1-119174bb5ceb,16
True,0.089419,983.1159560715907,3.222587234231241,1.4665116108001055,1.3630526409290795,./data/GPR_VIGF1/batch_16/csv_runner-1e14034a-66fe-4939-8309-17c1891e7028,16
True,0.080882,983.1159560715907,3.222587234231241,1.4665116108001055,1.3630526409290795,./data/GPR_VIGF1/batch_16/csv_runner-a48df0b3-cbee-4398-8f89-af717f91ad25,16
