sdcc_preruntime_min,ascot_runtime_min,cleaning_time_min,total_runtime_min,lost_power_W_output,number_particles,current_drive_A,parallel_current_A,current_drive_correction_factor,power_deposited_to_ions_W,power_deposited_to_electrons_W,shine_inj1,shine_inj2,te0,teav,shine_success,success,enbi,nbar,np,hfactor,index,run_dir,batch_num
7.98,0.61,0.0,8.59,50324.45720371079,1.009987899603884e+20,67912.02752841938,1566956.6991734947,0.043340079253140935,4292025.246793985,7528207.593216332,0.005964,0.004777,31.827742,9.271929,True,True,773.3121789060533,5.692223594337702,1.1067813448607922,0.8620219175703824,252,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-eb76ee26-aae9-4778-bbc2-62d74cc37fd5,0
6.73,0.48,0.0,7.21,64788.26871096066,1.2881676031857004e+20,80956.91412069522,2162208.597885505,0.037441768661851435,4106304.462808135,7781939.843461982,0.015748,0.010489,29.07547,10.068433,True,True,832.8832979314029,4.590299589559436,1.4805021504871547,0.8000732503831387,276,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-e3ca6cab-ddbe-4736-9504-ec5ccdd96678,0
6.95,0.89,0.0,7.84,77641.43944035457,1.2032621933782888e+20,282948.0863524776,1545274.7050374264,0.18310536335714148,7382784.283917214,8063929.837646414,0.0002,0.0004,38.019432,13.675716,True,True,852.9846775345504,8.151125489920378,1.433952186256647,1.308459223806858,315,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-ffdc615c-4e61-4945-9d4a-5a011faab3ed,0
10.45,0.82,0.0,11.27,35468.61476056908,6.5492920299295646e+19,57975.53311928266,736632.726588089,0.07870344477880016,4102291.6308291,5354727.164899615,0.0002,0.0006,27.896889,9.028007,True,True,638.3820837363601,7.0891855549067255,1.3030190747231245,0.9301085574552417,306,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-b86d1424-582a-4918-949d-12f438deb5b5,0
10.26,0.69,0.0,10.96,31742.368959943487,1.0400575225208059e+20,124551.59269475903,1617513.9414794922,0.07700186656866485,3852348.94742751,5406946.771313198,0.006557,0.005964,35.615578,11.228985,True,True,718.1721637025476,5.024452962353825,1.2410091403871775,0.980623852275312,314,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-e72ce89e-ad78-41ed-b40e-e8d1a2db4a89,0
10.87,0.52,0.0,11.39,28090.125991687517,1.0872797832960655e+20,271270.55442958494,2023034.468515436,0.1340909206696075,2812217.8253146023,3805287.9924035217,0.0242,0.023437,47.286501,15.349621,True,True,776.8557188101113,4.0474068626761435,1.2786873080767691,1.229039841517806,316,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-41a44817-fd8c-4638-8380-445c0db40d27,0
8.16,0.78,0.0,8.94,1467.3082742651939,6.359301547285809e+19,123218.34928376171,643963.4175772213,0.1913437097829954,3638719.6874535806,2519995.993653369,0.0002,0.0002,40.493033,14.16969,True,True,549.1825835779309,6.589862862601876,1.4689228483475745,1.360504420287907,318,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-c28729c1-d041-4838-9554-7fa50ad7c637,0
6.55,0.57,0.0,7.12,47459.204625720755,1.2958887634914848e+20,382297.7030838321,1848277.7239865144,0.20683996680935027,6671642.345124756,7066520.532969811,0.001398,0.000999,42.526291,15.510498,True,True,876.3227015733719,7.296372758969665,1.4929829267784953,1.4428332652896643,320,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-01dc6b93-ed5d-4d26-b55c-52b966d63d2c,0
6.46,0.82,0.0,7.28,8257.938851085624,5.491818773072039e+19,78796.40097670179,542321.8092325713,0.14529454584945606,4020625.8588615945,4042439.006981975,0.0,0.0,32.377026,11.102238,True,True,599.221792537719,8.333654753118754,1.3620904022827744,1.1430107856169343,329,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-f9249f4f-6de1-4c92-b578-f7e3aaaec2bf,0
7.87,0.61,0.0,8.48,42506.71761408941,1.0338912341494487e+20,197622.46513465027,2074154.3408318239,0.09527857269068765,2232510.992975786,4085082.4701270317,0.046711,0.045619,45.461653,14.647687,True,True,855.8914698660374,3.626843334361911,1.2326310011558235,1.0786218643188477,324,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-4b92632e-40c1-405c-9f98-6e7559697a56,0
6.56,0.65,0.0,7.21,15253.105888484923,5.102995524818571e+19,34016.3526353604,591842.2666224446,0.05747536895174223,2898025.3828453454,3901382.6911885724,0.0004,0.0002,31.638736,8.929458,True,True,568.0624819360673,6.435901006311179,1.0190264168195426,0.947640641592443,326,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-40dedfff-bcc9-4def-8e74-d9b36e073d4e,0
6.25,0.56,0.0,6.81,1299.6949912406435,7.1280070082324365e+19,86435.01034298923,876710.7317779518,0.09859011326084803,2660548.656141222,2103372.1570865726,0.003587,0.00319,36.536266,12.562317,True,True,522.8830236010253,4.365240123867989,1.4570086221210659,1.041705716960132,334,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-1d91602e-b5a9-4634-8d60-cd2a81b403af,0
6.87,0.78,0.0,7.65,35465.79368240308,7.986848136975016e+19,149492.88518777373,876027.3537813812,0.17064864988802705,5849464.542604121,6019295.963791336,0.0,0.0,34.509507,12.212662,True,True,713.3275107480586,8.884276986122131,1.4107675231061876,1.2322930490598083,325,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-b7f9687e-4318-4ba2-aa8a-00e12b0aec84,0
7.57,0.68,0.0,8.25,132945.9589650285,1.0994523266980654e+20,225675.2027663564,2013613.0145017128,0.11207476369147416,3620008.9654173874,6761637.2683614595,0.016909,0.017489,45.022157,13.932559,True,True,956.5666224807501,5.227490601316095,1.0549973910674453,1.1679044876247644,328,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-e0d0a97a-e202-4b38-b4eb-6d65cbcea5e4,0
5.78,0.82,0.0,6.59,121741.97755699891,1.0335233358318264e+20,205906.40994033197,1337303.7922067016,0.1539713049048962,7472612.9839848485,10059402.425443152,0.0,0.0,37.657535,12.284241,True,True,907.6650599017739,9.589348940178752,1.1498298435471952,1.247335197776556,335,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-7b553e6e-873a-4b2c-9aab-04e040b513f0,0
11.4,0.31,0.0,11.71,38371.94106898877,5.313893624584021e+18,-976.6898785072489,51509.28509874504,-0.01896143339273495,674561.9914562184,5805808.078508013,0.0,0.0,8.620958,1.769569,True,True,553.9814778603613,10.473801840841771,1.174096760340035,0.8462494613602758,321,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-9ac829c3-f32a-4452-92d3-820223abb2ea,0
7.89,0.95,0.0,8.84,256221.08863294698,1.1074010306526046e+20,256065.48509926305,1292986.549551397,0.1980418784620035,9939736.355244428,11477664.494630415,0.0,0.0,37.436931,13.291166,True,True,987.970313988626,11.728197954967618,1.3378192014060915,1.3633177682757378,327,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-59e401f3-c34e-4363-9802-db547d76aad3,0
6.88,0.84,0.0,7.71,88634.12329310327,8.102753673281312e+19,85235.34522563724,1070960.3461024673,0.07958776955265727,5233038.49219141,8448023.07767943,0.0002,0.0002,30.918804,9.335745,True,True,779.8845795914531,8.054392731562258,1.0771906496956944,0.9775838505476714,323,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-47c5f68b-eda1-481e-8be4-63a44654c8b0,0
6.83,0.8,0.0,7.63,105909.69278197823,1.2053579852762892e+20,169657.1650073977,2311557.2696170867,0.07339518135127221,3228474.912390313,6464852.804186483,0.030632,0.021143,36.662126,12.530083,True,True,924.8582329601049,4.390704705566168,1.3442621990107,0.9547280953265727,336,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-c5619ef7-ff0e-4bd5-abc6-f7b197d08951,0
6.07,0.82,0.0,6.89,14684.630498514827,8.825666205457942e+19,130319.21714697528,1073187.459188758,0.12143192322195599,4507184.446286577,4658724.8563926825,0.001199,0.0004,33.8721,11.675986,True,True,651.1953319422901,6.180523986741901,1.4040956213138998,1.0858917216770352,338,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-56f542a2-65aa-49fa-833f-6927bf817940,0
12.9,0.68,0.0,13.58,334824.1356932059,6.041184304283939e+19,63070.106192545325,699752.5161554567,0.0901320177297279,5998158.769050961,12036421.949746424,0.0,0.0,24.902655,8.012334,True,True,879.1532213799655,11.82832757011056,1.1667313617654145,0.9504108529537917,319,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-1fa457e8-f1d8-4f6e-8783-9e355fcba998,0
13.1,0.59,0.0,13.69,8319.911623449485,9.743715320717684e+19,234222.2329694145,1501601.0671034728,0.15598166390572674,3462575.102196026,3534324.012986411,0.004975,0.004381,46.4077,14.786043,True,True,664.5747213624418,4.850303477793932,1.2554855225607753,1.3114567564800383,322,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-a2722a72-d82e-4094-9a02-3ea78121f65e,0
5.39,0.75,0.0,6.14,96355.03579224249,6.625422434435187e+19,113870.1717786867,726226.0198401553,0.15679715221956642,6193821.678436938,8414964.45300643,0.0,0.0,33.31745,11.129467,True,True,793.7570260837674,11.458465701341629,1.2103188331238925,1.2031506390310824,339,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-1b841b4b-4ede-494a-bed0-663774bbb55e,0
8.21,0.84,0.0,9.04,4937.520969548968,8.037872111317192e+19,193519.3929079451,1095308.9698523076,0.1766801863532985,3552275.6529006097,3221788.5606229203,0.001398,0.001996,48.337805,14.931698,True,True,617.0906978659332,5.661397045478225,1.1359153995290399,1.4302679671905936,342,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-5d5d5658-bcb6-43e5-b608-cb7ad46993b7,0
7.76,0.64,0.0,8.41,18441.63116397386,1.141421434819871e+20,353202.6803932059,1913312.8501481076,0.18460268030179425,3832054.7286462714,4102141.7391896066,0.008527,0.007149,46.82093,16.238672,True,True,762.5996209681034,4.955812583863735,1.4285952346399426,1.4015539434738458,348,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-f28d51ef-272f-4f54-9a6f-fc4e1c3c01c5,0
6.33,0.72,0.0,7.06,0.0,2.684231214211625e+19,38730.72214398104,230920.37508888624,0.16772327746771046,2397930.065533438,2545762.894898449,0.0,0.0,39.965041,12.391027,True,True,504.95290430262685,9.695306592062115,1.0410792077891529,1.33435621811077,337,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-dd15360c-81d1-4277-a17a-c768cab1193f,0
12.46,0.88,0.0,13.34,28417.77312412429,9.870237602108555e+19,237100.60342510548,1333568.0760839235,0.1777941506528568,5185775.116604028,5533359.693405432,0.0004,0.001199,44.04244,14.231029,True,True,744.4869424216449,6.984497492015362,1.1924906885251403,1.3867763260379433,330,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-39ef2c62-8610-441e-8e2d-ea8607ff189d,0
4.31,0.58,0.0,4.9,84081.39930004283,1.2932823431463174e+20,300630.041774359,1962959.1688029296,0.15315144937920033,5677817.096780336,7232998.730155175,0.00319,0.002792,37.984518,13.727074,True,True,861.2559596076608,6.303289002925158,1.4686264940537512,1.2063959758728742,356,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-6341623b-776a-4b77-a184-8c805abce523,0
8.65,0.5,0.0,9.15,25289.78136784862,9.575471667231731e+19,35943.580332611695,1648385.5362654675,0.02180532378004504,2793338.2359361886,4969341.396838995,0.023056,0.015166,35.756022,10.034479,True,True,695.3677623532712,4.1119551915675405,1.0911046019755304,0.8139105352573097,346,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-7fb8f270-36e9-45bc-9244-44b9323f8ee1,0
7.18,0.77,0.0,7.96,2782.10701419788,4.5422226455624155e+19,63228.92484097311,421602.49279438774,0.1499728439030112,3207281.500993744,2844714.378503484,0.0,0.0,34.600354,11.558247,True,True,536.3543308340013,7.797682646289468,1.3239014195278287,1.182522565778345,350,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-52504566-0e87-4985-b9ee-df7844350211,0
17.1,0.72,0.0,17.81,262803.31865760236,7.135204495643656e+19,75342.38714383596,815583.391895748,0.09237852056882813,6138521.744894152,10568246.615419827,0.0002,0.0,23.725035,8.280319,True,True,824.4881378486753,10.12962650321424,1.39017737749964,0.9241824019700289,331,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-23b88382-a250-4f45-97da-26c87de991ea,0
7.99,0.8,0.0,8.79,70546.83009236933,1.0962098245772426e+20,287260.1902485022,1366495.5212745334,0.21021670819716554,7669865.668579007,8047280.305774915,0.0,0.0,43.024254,14.750954,True,True,873.1161681935191,9.317606710642577,1.2733017462305725,1.4970491119660436,347,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-fad19827-9270-4909-a6da-d4bdce34f20c,0
10.14,0.89,0.0,11.03,338779.3962409608,1.0993192721379153e+20,104832.37837142112,1368223.701503688,0.07661932639831451,8091948.108477822,13539101.453657087,0.0002,0.0004,24.035435,8.53849,True,True,939.4332328811288,8.818318064510823,1.4391919365152717,0.8806920294649899,343,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-9a10c7b5-68ae-442d-ac56-3da2a5c79fb4,0
10.01,0.8,0.0,10.81,49538.46776010002,6.008932740968115e+19,45822.432690088004,676728.1045018738,0.06771173294748412,4296045.115867877,6748534.172949654,0.0,0.0,25.697414,8.074311,True,True,682.597114238888,8.080434032902122,1.2465487224981189,0.8875300518237055,349,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-ca094ca7-29e6-4f62-830e-2264aa8a2758,0
7.31,0.67,0.0,7.98,47265.37304648084,6.752390460510694e+19,69862.70712291653,838527.7619595099,0.08331591426342065,4141970.954720896,5929594.542125124,0.0004,0.0002,32.643988,9.690744,True,True,676.7788496799767,7.427927328273654,1.0512264166027308,1.003610516153276,354,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-fc113b01-ee4d-4958-9ccc-aadcb619d3b2,0
7.4,0.8,0.0,8.2,702.960533932263,5.0639371394741535e+19,93621.67664839317,460250.51035260205,0.20341460692062843,3537538.3585864613,2610358.400219229,0.0002,0.0,40.579436,13.899703,True,True,541.767820250243,7.924985073879361,1.3785978294909,1.416778569482267,353,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-be537959-2b93-4fe6-8c0c-9f5d36e466b9,0
7.05,0.72,0.0,7.77,99557.62134618853,5.7241770186474635e+19,68643.63915382727,609706.2270936123,0.1125847762471482,5010369.084270521,7566260.712139924,0.0,0.0,26.63945,9.069644,True,True,726.7082114703953,10.21848903335631,1.3095359345898032,1.0121860831044613,341,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-27a86d57-cade-47e4-b1a7-a97f05317f4d,0
15.57,0.82,0.0,16.39,74351.48384672122,1.145730984665223e+20,74035.67244794176,1691089.3142480447,0.04377987124876504,5108854.709008093,8847662.003109548,0.003786,0.004777,28.150777,8.923103,True,True,811.2272936850786,5.763360186293721,1.2956215511076152,0.8232291646301747,332,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-827479ee-4a96-4958-88a3-9eea38888502,0
4.88,0.51,0.0,5.39,868.4089596918253,8.545964815019259e+19,210681.17171622533,1355119.4042941357,0.1554705593091012,2371885.0871142326,2057472.663964973,0.013612,0.013028,50.761146,16.04661,True,True,586.1279745586216,3.75980750285089,1.2837634780444205,1.3373485060408712,358,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-58ad2331-68c4-4c3a-8345-be5a7827bdce,0
8.09,0.94,0.0,9.03,68725.08090378152,1.089447040892156e+20,247577.2739481875,1618349.2990933266,0.1529813582808678,5440486.710787687,7242775.351098729,0.002991,0.001597,43.036196,13.613644,True,True,842.0196194201708,7.026704717427492,1.1156008699908853,1.2987305839546024,340,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-4e3ac3f1-047e-433a-b07b-25136596ae33,0
13.98,0.78,0.0,14.77,202173.60994422526,1.2566568618179784e+20,188383.2842495847,2040835.552495923,0.09230693968418656,5619719.011932411,10124278.056817396,0.006359,0.002792,35.696928,11.424347,True,True,970.5296605825424,6.525212082266808,1.1562804779969156,1.032568156067282,344,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-f84a89f3-9a63-4616-9a3b-c16ee899aea8,0
5.13,0.78,0.0,5.91,8895.18651175539,4.068702171590166e+19,55607.869466468765,405902.4247761504,0.13699812090833344,3545335.7903310666,4650186.336807671,0.0,0.0,35.089362,10.853217,True,True,617.2852604649961,9.99640598706901,1.0656075179576874,1.1829322261735797,361,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-944afb7f-fe0f-496d-808f-462addb8b17b,0
9.26,0.72,0.0,9.97,62126.83127148277,1.0332040594045787e+20,254175.58659084077,1373954.4407374097,0.18499564399997367,6548024.80887043,7461066.555262957,0.0,0.0002,42.474764,13.994304,True,True,829.8544138669968,8.466010408848524,1.1859279423952103,1.4017425931990146,363,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-ffd7e762-8a73-47fb-bf68-0ab876ed2bbd,0
36.54,0.74,0.0,37.28,47198.37809300673,5.259612999338874e+19,65162.97318405975,579993.145913655,0.1123512814645584,4153294.776452103,5930228.579654006,0.0,0.0,32.34787,9.944016,True,True,669.5414539426565,9.259211429581047,1.0859026205725968,1.081918886490166,317,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-6bf76d1e-3aea-4d6b-a4cc-2e7063b73ace,0
5.77,0.74,0.0,6.51,19530.78011702611,1.002645050717404e+20,266886.5136161823,1311485.1433881652,0.20349945629326197,5103661.333214415,4595035.6476168055,0.0004,0.0006,44.686174,15.224995,True,True,708.5484531708062,6.656894575059415,1.3560935822315514,1.468349566217512,378,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-34cabad2-b09a-4140-a1a6-c6a200fb171f,0
95.35,0.82,0.0,96.17,53348.156312431245,8.258520027219953e+19,159159.72256963298,1039452.0379432627,0.15311887105879196,5879311.633870832,7590955.276939677,0.0004,0.0004,39.627777,12.422719,True,True,791.4607315324247,9.22300175987184,1.0596204097382724,1.2794885766692459,211,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-1ce4ae6e-e399-4a84-ac23-4de13d44254a,0
5.2,0.74,0.0,5.93,85268.36131632114,5.862170288478716e+19,39443.54439617627,687993.6100123329,0.05733126561374489,4364715.393641172,7644386.569713369,0.0002,0.0,24.568361,7.536689,True,True,709.1587181203067,8.437100764364004,1.2076115561649203,0.8555609534494579,389,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-4fa14cd5-6e2d-4bb7-a97a-8ed26de9189a,0
5.39,0.61,0.0,6.0,594040.3268064555,9.695563214406096e+19,108540.55515534106,1289075.5508773064,0.08420030546810976,7537904.7250594385,13874494.097175578,0.0,0.0002,29.796609,9.235417,True,True,999.943858012557,10.091568483039737,1.0408530933782458,0.9867298916913569,391,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-e88eed09-b055-4ade-9e20-6567bbb803c1,0
10.69,0.57,0.0,11.26,36917.36517451117,1.1066667452475315e+20,303285.0080116785,2112527.3755450817,0.14356500726217755,2928701.6983817187,4448989.0209351145,0.022292,0.021526,47.201858,15.707263,True,True,866.5432906709611,4.330567859485745,1.302304978016764,1.2613080225884914,228,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-51b0b643-7a9f-4473-a083-a08689adb965,0
4.3,0.54,0.0,4.84,100592.89084493581,1.0790905601930507e+20,87980.55319477229,2188779.1962968996,0.040196175723719765,2330160.835958332,5810231.072139164,0.050152,0.043794,36.160068,11.977858,True,True,968.6013227328658,3.7302820231765508,1.3207134916447103,0.8349166941829026,392,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-3bdd1265-20ba-4864-a356-7e6b8f98bcda,0
6.8,0.8,0.0,7.61,3733.148715941953,4.955430826458621e+19,98039.97397260737,515030.17151141877,0.19035772930525047,3719595.879981179,3805230.3539795624,0.0,0.0,44.766048,13.986491,True,True,603.2917625270784,8.920040206611157,1.002929478418082,1.475998220499605,393,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-0892e42a-f603-48f3-8645-6e3a59101531,0
5.0,0.76,0.0,5.76,86434.20295797382,7.159969587668061e+19,134136.65549789337,780001.1300293027,0.17196982200891708,6710957.858467093,8553076.069279773,0.0,0.0,34.587614,11.757634,True,True,812.5979192554951,11.626558706536889,1.249704524409026,1.2570149418897927,395,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-aaa4656b-ecdc-4aa8-9094-3af70e49d936,0
5.88,0.72,0.0,6.6,38907.49797958325,1.0764352824654658e+20,162891.98427803227,1417097.4963910899,0.1149476198305818,5441146.450261602,6475388.040727187,0.001398,0.000799,32.429071,11.458117,True,True,740.2572319842875,6.397835663706065,1.426896648015827,1.0539434692822396,394,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-bf7db8f0-3a2e-485d-b623-5aec21cbc875,0
4.58,0.67,0.0,5.24,79299.76639440272,9.715332927902772e+19,165410.6744342516,1353094.3371796452,0.12224622473775873,5381725.838488579,7591737.800598811,0.000799,0.0006,38.184851,11.813592,True,True,799.7338054701686,7.391846958920359,1.092343450523913,1.1560616889037192,396,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-a15f43cd-a0a4-4442-9c43-caf7297ce3c4,0
4.74,0.81,0.0,5.55,19720.643458437688,4.210899899400067e+19,55999.96434110742,389906.8600567666,0.14362395248176546,3859028.466950211,5017875.880823457,0.0,0.0,30.714621,10.282094,True,True,629.8265098594129,10.50159994661808,1.2696291198953986,1.1330210390500723,397,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-ac4b8432-fc71-428f-afdf-eb50ff0f4036,0
6.22,0.65,0.0,6.87,1328.3166307092372,6.4882866078099415e+19,132926.6132287563,814550.30311239,0.16319018324693368,2605348.920103983,1999395.2485084413,0.001797,0.002394,48.918692,14.86613,True,True,526.5562632121146,4.820679896324873,1.1599204996600747,1.3746931779198348,398,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-801fc432-1625-485b-935e-a8a090eb5436,0
5.52,0.81,0.0,6.33,232565.34582476373,1.2363474098260025e+20,133942.0292926022,1579989.964815851,0.08477397469306917,8021604.9916191595,12192218.284483874,0.0006,0.0,25.78415,9.409629,True,True,919.1199243068695,7.961194618418814,1.4778627892956138,0.9143474304117263,399,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-0b8bc375-e5f4-4550-ac98-064b1b7ad2b7,0
5.06,0.85,0.0,5.91,70107.54356909606,1.0516987504763308e+20,266215.07031615323,1967534.9090037826,0.13530386124175317,3264440.3439854016,5742611.034970159,0.017489,0.019416,49.359632,15.293413,True,True,936.8333285674453,4.9936284005641935,1.0163513338193297,1.289104099571705,400,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-9cfd8b01-f771-42cb-b61a-58926cc26a5a,0
7.27,0.74,0.0,8.01,4258.414098208208,3.3183713128408097e+19,29878.894984674345,285788.66431593767,0.10454891573881113,2563935.1008858243,2801426.6751136575,0.0,0.0,27.549876,9.225834,True,True,509.08438628539443,8.18182388059795,1.3380452478304505,0.9999798944219948,401,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-c4ac2d1c-fdf3-4bc8-8e2f-fdff27b1400b,0
4.88,0.91,0.0,5.79,5558.839934454896,7.41510176581386e+19,161426.66481631369,843948.5984153149,0.19127546999832107,4678058.97268716,4186089.304600387,0.0002,0.0002,42.849848,14.016863,True,True,647.025226149708,7.693994681909681,1.2323727076873183,1.4200700646266342,402,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_sobol_seq_extended_take2/batch_0/ascot_sdcc_workflow_runner-e4529e97-695b-49ff-9ff3-9a1815bd1d48,0
