,success,te0,teav,output_shine_inj1,shine_inj2,clean_time_min,run_time_min,enbi,nbar,np,hfactor,index,run_dir,batch_num
415,True,52.418024,17.24185,0.205087,0.182339,0.2382125298182169,37.33391089439392,549.9312385803647,1.4993484151582883,1.371800182553826,0.8161980662073626,217,/tmp/ShineRunner-5fc53b56-4553-445d-bb54-f98691468f37,0
416,True,48.240516,14.927319,0.078341,0.082064,0.4089469313621521,37.333141227563225,958.668836275838,3.3756618576048667,1.0887532912184836,1.0371989449267236,146,/tmp/ShineRunner-accd6b16-b6fb-49ac-af7a-4e9ef4842874,0
417,True,47.644479,15.615259,0.008723,0.008133,0.3901224931081136,37.33830847342809,599.8878258300288,4.138147915201956,1.3577035648079008,1.3172888027408791,353,/tmp/ShineRunner-243e7cdf-e800-4b67-9a20-07cabfb58589,0
418,True,57.416524,16.663124,0.048887,0.049791,0.2349971771240234,37.33874754905701,580.635889516801,2.8045970104548,1.0761560513565842,1.2874242625544152,322,/tmp/ShineRunner-7b9d6d16-5428-4e04-9039-706fe7733f52,0
419,True,57.933875,18.521372,0.058203,0.050513,0.2342085758845011,37.33925893306732,954.2903453538036,3.678711388767298,1.1329349807297595,1.4784234641434066,325,/tmp/ShineRunner-f46292d5-2966-4a31-b8a4-a9240c3d42c2,0
420,True,44.44664,16.426255,0.045984,0.037536,0.2267472267150879,37.3392040570577,946.243844843663,3.8983219232606174,1.495903858248814,1.1719896681180706,255,/tmp/ShineRunner-61867dad-5cc8-49b7-a768-5ee2eaf92618,0
422,True,45.409293,15.738648,0.132547,0.128464,0.2306468685468038,37.33980772892634,832.1567701636937,2.38810219033631,1.4070101923330174,0.9168810439353928,320,/tmp/ShineRunner-4b209116-92df-4ff9-a3a9-5054455bd654,0
423,True,45.617475,15.918377,0.018838,0.015942,0.5563745776812236,37.359354412555696,635.3793756589001,3.7235806680377377,1.4901023924493408,1.2280805241839488,111,/tmp/ShineRunner-749ed28c-4d50-4f3a-92ca-e55908f1925e,0
425,True,58.648824,19.332862,0.242768,0.238037,0.557860008875529,37.359353299935655,704.3915547143486,1.5575655174666327,1.294153124204504,1.0219286379220665,120,/tmp/ShineRunner-2200263b-cdcd-405f-b5bc-9f08d95b0e20,0
426,True,49.823654,15.327323,0.045073,0.036237,0.5562406698862712,37.35939389069875,715.709097589945,3.3544549161406514,1.1803286672251272,1.1589174712247308,124,/tmp/ShineRunner-964730ca-018f-419a-a47a-0f6756b630da,0
427,True,41.48578,14.835853,0.019416,0.013028,0.5567721605300904,37.35933859745661,868.3528442411101,4.500172701584314,1.4605285986475958,1.1525430476281695,125,/tmp/ShineRunner-ff3c53d9-3771-4be4-8e04-85e640c4b362,0
428,True,46.674326,14.747601,0.012638,0.010685,0.2503599007924398,37.36278934876124,754.4670758756771,4.591179838401838,1.2096504939639052,1.2529502587003276,258,/tmp/ShineRunner-7aa37402-14f2-4d81-b7cf-0a17a9b79a05,0
429,True,47.717231,13.43796,0.05321,0.049971,0.2505293806393941,37.36294997135799,531.0315532700777,2.6163529827606617,1.0645150285910208,0.906628697110303,250,/tmp/ShineRunner-7252dff3-d84a-4ecb-b243-0a8fe18f6ebd,0
430,True,62.589212,17.796415,0.096658,0.099099,0.2512962420781453,37.36307905515035,509.8832226713458,2.036806107755832,1.0989049236295985,1.3447059957808087,261,/tmp/ShineRunner-4bdd2c15-965c-4a66-87ef-04efd7b9588f,0
431,True,48.405547,17.460432,0.143249,0.132396,0.2510706981023152,37.36354334354401,816.141406515105,2.3288805229090266,1.4609262250774977,1.0234095462256492,251,/tmp/ShineRunner-a29a1970-f5d1-44ef-8009-ae53939cd5ff,0
432,True,45.602932,13.781698,0.004579,0.003587,0.2514248967170715,37.36390971740087,559.4766553701056,4.634132993568461,1.160766495741166,1.225690448340214,243,/tmp/ShineRunner-3a7a5ea8-7533-4b6d-9751-09409a58daac,0
433,True,59.998057,18.376717,0.120028,0.120028,0.2608733137448629,37.36455794175466,723.0781377870153,2.276493394824523,1.1507560445739382,1.241197815183222,323,/tmp/ShineRunner-367b8abc-6277-4e84-b0da-a1b292e6fad2,0
434,True,35.817141,12.480961,0.007543,0.008527,0.5263970414797465,37.382161680857344,721.9714431979882,4.718124997517194,1.4269921880736145,1.025550971676057,268,/tmp/ShineRunner-598d6ef1-b77c-41bf-ba8e-4badae66933b,0
435,True,60.296526,19.325869,0.084919,0.069248,0.5526997248331705,37.41215378840764,503.7535163999999,2.0789718615292445,1.3987554178403765,1.387421706364027,275,/tmp/ShineRunner-be8c15a2-c2e3-4603-93e6-e29ff9f33527,0
436,True,44.482098,14.44689,0.062266,0.051593,0.1564892570177714,37.39927886724472,621.2414265141664,2.711398962424687,1.3416291788294066,0.9597770128243944,488,/tmp/ShineRunner-197acd80-77ce-4c2c-97b2-f6dc7ad0fe61,0
437,True,60.458333,20.394174,0.279954,0.26697,0.0118905822436014,37.39910780588786,563.0131708733132,1.2323621104043505,1.3465477134648507,0.9210607555094548,501,/tmp/ShineRunner-9182edb5-4dfe-41d0-9573-818fe19b6f53,0
439,True,50.58445,18.363211,0.205214,0.180059,0.0130727807680765,37.4007336417834,992.3247668088218,2.1907587460124773,1.4065796729100564,1.0228793824799218,496,/tmp/ShineRunner-f68887a6-e4f0-4fa8-809f-6a71e02b1da1,0
440,True,44.092027,12.940196,0.007937,0.007543,0.0119653105735778,37.40085055033366,665.3678710274334,4.693692317392262,1.024284644923479,1.1225387236676965,489,/tmp/ShineRunner-282b3437-d06b-4504-bf04-807c863b3bfe,0
442,True,46.173039,13.57919,0.00774,0.005767,0.3201277613639831,37.42589741945267,643.2231134410275,4.669157088972919,1.0124297456931282,1.1886386296287772,356,/tmp/ShineRunner-2fa11cc0-b5dc-40f8-9700-0b7879dc60b0,0
444,True,59.811627,19.343334,0.089419,0.082569,0.3243801037470499,37.426515897115074,687.0920217035914,2.473881180043444,1.325965512789987,1.4072434422266276,362,/tmp/ShineRunner-a936499f-6153-4db0-8f45-67361a93cb22,0
445,True,60.047978,17.909163,0.056782,0.055713,0.3723829627037048,37.47293301026026,564.056816337773,2.581698126740496,1.1853990121162905,1.4487354921940212,302,/tmp/ShineRunner-08268498-8b94-414e-b4aa-1ab8f3a5cd00,0
446,True,45.395251,14.999774,0.002195,0.000999,0.410636814435323,37.511532775561015,547.0886739438248,4.892738347201726,1.3805698509951765,1.3502450136938675,301,/tmp/ShineRunner-2f2a7ae8-3517-446a-8bd5-53c8f7749ca7,0
447,True,50.74895,16.154497,0.061209,0.057137,0.3970697164535522,37.513425612449645,782.4753057362209,3.118694261748939,1.2329925764906138,1.165842242859186,88,/tmp/ShineRunner-592f4050-e000-49e0-8f86-90b848fc05fe,0
448,True,52.629659,16.674803,0.027048,0.020376,0.4633781711260478,37.57166348298391,646.7968788833418,3.5124326647983386,1.2785160761706391,1.3487287463744897,319,/tmp/ShineRunner-c37246de-760d-49d2-857a-2062ab8f1dce,0
449,True,51.785108,15.363566,0.075786,0.066816,0.5019721706708272,37.62259118556976,749.4084792657426,2.938208580420142,1.0524898579480353,1.0789867546910783,145,/tmp/ShineRunner-1d1dd1bc-1685-4aa1-9058-1fe610bae363,0
