success,te0,teav,output_shine_inj1,shine_inj2,clean_time_min,run_time_min,enbi,nbar,np,hfactor,index,run_dir,batch_num
True,75.739152,23.612149,0.332978,0.31945,0.0004720330238342285,29.74988143046697,695.3229852952063,1.2200928062200547,1.1974277864210308,1.4864156988449395,31,/tmp/ShineRunner-9587f451-d30f-4bbe-8d91-aa8cd5267a5e,0
True,67.674286,21.057214,0.28856,0.280989,0.0003633975982666016,30.063705039024352,936.1129496246576,1.7313539400696754,1.019565591122955,1.2844147542491555,29,/tmp/ShineRunner-ca14c720-264f-4709-8225-77fe18b5b78c,0
True,50.918136,16.665607,0.031571,0.031196,0.0005979776382446289,32.26047985951106,926.9624105654657,4.282313008233905,1.2319122874177992,1.3456676060333848,34,/tmp/ShineRunner-8dc8cdca-3c91-4b7d-80f4-02404de61956,0
True,69.462928,24.379046,0.51,0.51,0.0004995465278625488,33.69434782663981,855.1182835362852,0.8614571947604418,1.3764197058044374,1.050101995188743,25,/tmp/ShineRunner-fad79182-57bb-4804-915d-9b96ea3f1646,0
True,65.367798,20.566573,0.322677,0.318151,0.0005401452382405599,33.94548005263011,843.6195552349091,1.4686290971934794,1.138924312312156,1.1111194737255574,41,/tmp/ShineRunner-e8f98464-ce3c-49eb-ab32-e1608663d26b,0
True,44.484147,15.864262,0.176412,0.164019,0.0007276614507039388,34.16770859559377,750.2930974587798,1.9225611526519062,1.4884410221129656,0.8071179821155966,33,/tmp/ShineRunner-0dede4a5-f7a5-406a-8c8a-a31d860662f3,0
True,75.295264,25.573805,0.51,0.51,0.001027842362721761,34.17449711958567,684.4743210822344,0.6743687864392995,1.2664051065221429,0.8954125668853522,7,/tmp/ShineRunner-3a3ef0d7-ba20-44f4-8aa5-74f3b9742876,0
True,54.707307,17.99008,0.115357,0.104585,0.0006046096483866373,34.20497470696767,885.6717678718269,2.7385419916361573,1.2766076107509434,1.2254615309648216,45,/tmp/ShineRunner-3ad5c384-0e93-4aa2-8eb7-88e9453e05e7,0
True,61.870929,20.401332,0.274732,0.26986,0.0006665825843811035,34.500286094347636,616.0661946050823,1.3083095584064721,1.2910552136600018,0.9988629486411811,35,/tmp/ShineRunner-58036521-9d54-46ac-8289-542366d60067,0
True,52.890108,17.283864,0.21396,0.207481,0.004099833965301514,34.670428864161174,998.08460008353,2.1841485515236854,1.1893044244498014,0.9817085316404701,53,/tmp/ShineRunner-80fa3dad-ca3b-48e7-a822-f9b4fee4a4db,0
True,51.582103,18.773327,0.183673,0.16374,0.0004511793454488119,35.14554982980092,947.693067137152,2.277170414850116,1.4520836314186454,1.0864760949276389,5,/tmp/ShineRunner-113b3e06-07a1-450b-ae85-0f2110220adf,0
True,42.924326,13.423385,0.052133,0.052133,0.002626482645670573,35.68986130158107,528.5147959366441,2.438074741140008,1.343107822816819,0.8474160799756647,27,/tmp/ShineRunner-ac728efc-1fba-4583-9c47-32664c624b29,0
True,53.459287,16.616666,0.022483,0.015942,0.00047157605489095054,36.86396199067433,560.4488784447312,3.4037608243525033,1.2565042679198086,1.3612408839166164,52,/tmp/ShineRunner-59926c85-ddbb-46eb-8ea5-8f7b38983bc4,0
True,46.711386,15.078751,0.012053,0.012053,0.0004287600517272949,37.16396656036377,874.0595877170563,4.919979747012258,1.2106801713816822,1.2752702170982957,6,/tmp/ShineRunner-adab17c1-f995-4751-ab1f-886783065b2c,0
True,43.677641,15.501812,0.029315,0.022101,0.0014079650243123373,37.517080358664195,823.6716478131711,4.018684034794569,1.4614660278894007,1.1701713698916136,54,/tmp/ShineRunner-b4a7f7b7-bfe5-45f5-ac7f-fb6e40497a97,0
True,41.498818,12.284824,0.005173,0.006754,0.0012152870496114096,16.42621965408325,534.0989222750068,3.9109911177307373,1.1651106565259397,1.0112426447682084,20,/tmp/ShineRunner-05dd8292-e142-42a0-be22-2abc2028f0fb,0
True,35.806087,10.624541,0.012053,0.011858,0.001185925801595052,38.8721728404363,727.3790189065039,4.686728781089187,1.144363943953067,0.9069818305782974,48,/tmp/ShineRunner-a0791fd9-0762-47fa-9321-5f64bf562457,0
True,49.765156,14.95712,0.00774,0.004975,0.0021764278411865235,39.12843995094299,596.1583387106657,4.404587421193719,1.1218366753309965,1.3198461203835905,60,/tmp/ShineRunner-8485cfd2-a881-446e-ace2-bcd5abb5bf78,0
True,51.154225,15.346503,0.009312,0.00892,0.0012358029683430989,39.444026744365694,664.3506991676986,4.729152947291732,1.0683751134201884,1.3804101734422147,24,/tmp/ShineRunner-052eef5b-c2bd-4826-81ac-5428142f93bd,0
True,65.413424,21.231927,0.184472,0.169297,0.00046474536259969075,39.86549132267634,813.298499211669,1.9929173666983844,1.2831798545084894,1.4611018541269005,9,/tmp/ShineRunner-2346a7e8-883d-4845-955b-0151b96c3f71,0
True,58.475164,17.965563,0.096168,0.09371,0.0005807836850484212,39.889415101210275,660.0734330713749,2.3843264847993852,1.1869784966111183,1.2454156680963933,39,/tmp/ShineRunner-7e8c3260-a0f7-4f07-b384-27b177e85f53,0
True,54.568475,15.705602,0.103461,0.100881,0.00038209756215413414,19.044602874914805,540.3254781849682,2.1006053008139136,1.0784976207651198,0.9638020250014961,43,/tmp/ShineRunner-a388a5e6-853c-4844-afc2-1a59ede045ad,0
True,70.589231,22.985695,0.51,0.51,0.0004673600196838379,19.552383387088774,944.9298870749772,1.340896085649729,1.2197085521183908,1.318581920210272,69,/tmp/ShineRunner-7aac587e-d8ae-43e4-96a1-b9f992acf0b5,0
True,43.291408,13.71473,0.069594,0.058735,0.0005519668261210124,17.4048273563385,887.359419837594,3.3681284043937927,1.1995550626888871,0.9541287486441434,82,/tmp/ShineRunner-da887ba3-9eec-40dc-b6ad-290bc4f3dcb3,0
True,65.659197,19.575102,0.14045,0.146612,0.00251851479212443,41.41695343653361,603.3575846813619,1.8841597951948645,1.1305605517700315,1.3488805695436894,3,/tmp/ShineRunner-e9ab4ddf-9361-4a0d-8853-45537e72dead,0
True,75.846884,28.612517,0.51,0.51,0.0007724960645039877,21.374488711357117,597.889609169215,0.6038285803049802,1.4176251883618534,0.881608655396849,67,/tmp/ShineRunner-e737fb3a-38db-49bd-9ca7-7f763a742d14,0
True,35.170604,10.781558,0.004579,0.004381,0.0011985222498575845,20.68647236029307,504.34922287240624,4.244882293045521,1.2886173380538821,0.9382991100661457,68,/tmp/ShineRunner-4578db95-a527-4587-8e21-547cf64f6034,0
True,56.552139,17.45505,0.04489,0.036609,0.0016870697339375813,20.874731918176014,704.362322576344,3.2633630473166706,1.1747680893167853,1.3928145214915275,64,/tmp/ShineRunner-775b0fdd-b813-4e5b-aaa3-32c11adef781,0
True,68.274806,20.362659,0.157256,0.145737,0.0006827354431152344,22.56006812254588,672.9027070105076,1.9554164640605451,1.0613737958483398,1.476836879365146,71,/tmp/ShineRunner-17f61c99-a601-4663-a6f3-34727f990ee6,0
True,51.038116,15.451448,0.045073,0.042696,0.0006709655125935872,21.00624696413676,558.2741354592144,2.770065052807331,1.2048878828063607,1.1022117095068098,75,/tmp/ShineRunner-4896ee65-cc29-4a78-ab36-f22bd789d96e,0
True,72.830684,24.80636,0.51,0.51,0.0007906397183736166,44.24126805861791,746.5641675516963,1.0412093754857779,1.4424915970303118,1.3734559394419192,47,/tmp/ShineRunner-5adc73dd-b13a-4079-92b8-0982ef035b3a,0
