success,current_drive_A,enbi,nbar,np,hfactor,run_dir,batch_num
True,85455.87110012927,775.7509591346583,8.363092605653526,1.1506474431906963,0.9762167003137292,/tmp/csv_runner-842277f2-2b33-4c33-accf-40a44308ed07,0
True,70997.30414706575,517.3111726363709,6.082911098557858,1.209338212414482,1.1591147623322835,/tmp/csv_runner-7b65a956-af05-410d-9bf2-15ef922058f0,0
True,255775.54453197724,720.7865316442545,5.142665918768982,1.1555366472476802,1.3414349238757617,/tmp/csv_runner-40111392-15d9-4f2c-bf54-564b0d9f9cb4,0
True,180970.05756831655,833.0342663574324,4.202987257519547,1.119732845853275,1.0731337140220192,/tmp/csv_runner-021e20a1-4b80-4a73-967c-f3a2d1ccabf4,0
True,163446.74835519606,747.26792823681,4.956045221684715,1.4263894746934147,0.9972419340707392,/tmp/csv_runner-964e60cf-4aa4-47a0-8789-1b3207b63e2f,0
True,84883.15648877372,775.7509591346583,8.363092605653526,1.1506474431906963,0.9762167003137292,/tmp/csv_runner-6830f795-26d6-4d3d-ae02-a50cd07f7256,0
True,70322.7001411283,517.3111726363709,6.082911098557858,1.209338212414482,1.1591147623322835,/tmp/csv_runner-7bf6d37a-8f27-4a72-afd6-95d5812fce55,0
True,224404.1344103308,991.3570124495568,11.586940520552506,1.0907669958607178,1.3762090689279551,/tmp/csv_runner-9e58f144-b8b7-4f40-881a-de09f9015c1b,1
True,223257.37430211192,991.3570124495568,11.586940520552506,1.0907669958607178,1.3762090689279551,/tmp/csv_runner-a949b9ad-43f8-4a44-8f67-7b92ab3fd0ed,1
True,222127.71423989223,991.3570124495568,11.586940520552506,1.0907669958607178,1.3762090689279551,/tmp/csv_runner-92ffbd81-ce04-41a4-bd28-08e57b8f888c,1
True,220243.5930187332,991.3570124495568,11.586940520552506,1.0907669958607178,1.3762090689279551,/tmp/csv_runner-70328308-695f-4359-8476-4e974219cbef,1
True,222733.33014184135,991.3570124495568,11.586940520552506,1.0907669958607178,1.3762090689279551,/tmp/csv_runner-1252d271-1cfb-495f-923b-a687c964f5ce,1
True,81381.02230660549,865.4383978376752,6.130405535242926,1.462812431927193,0.8023884458695619,/tmp/csv_runner-200800e6-7fc1-4ab3-b722-d01cac4b7255,2
True,81641.70041084045,865.4383978376752,6.130405535242926,1.462812431927193,0.8023884458695619,/tmp/csv_runner-5a19c8ea-6549-4b15-af52-e7d71d721ce4,2
True,81610.81944259387,865.4383978376752,6.130405535242926,1.462812431927193,0.8023884458695619,/tmp/csv_runner-5d499e08-72dc-4ffa-a8d1-f09d190dcba9,2
True,80857.01859650711,865.4383978376752,6.130405535242926,1.462812431927193,0.8023884458695619,/tmp/csv_runner-363f522d-402e-402b-b2f2-0af9752bf5d2,2
True,81537.98745312964,865.4383978376752,6.130405535242926,1.462812431927193,0.8023884458695619,/tmp/csv_runner-9bfd4629-31d0-4e9b-8496-2c84bd90b2b8,2
True,229102.17600493733,747.9606610561623,7.255181704990212,1.0982699056370044,1.4212599297580728,/tmp/csv_runner-867ff897-d238-46a2-9995-5f459c8bdcd2,3
True,224731.34680357523,747.9606610561623,7.255181704990212,1.0982699056370044,1.4212599297580728,/tmp/csv_runner-d61b5351-a157-4c1e-b9db-6806693d4f95,3
True,226551.6534447335,747.9606610561623,7.255181704990212,1.0982699056370044,1.4212599297580728,/tmp/csv_runner-9fae08d1-9e80-4314-bc69-bd00179c8d80,3
True,225652.65374789384,747.9606610561623,7.255181704990212,1.0982699056370044,1.4212599297580728,/tmp/csv_runner-d7e5dec4-f587-4f33-aa52-fcc7942ad82c,3
True,226024.0570585825,747.9606610561623,7.255181704990212,1.0982699056370044,1.4212599297580728,/tmp/csv_runner-e191b64f-024f-49d3-8b7f-785b473e3dc1,3
True,155933.76817154107,688.9884961965981,9.70725414567864,1.3376232937344767,1.4546111810241271,/tmp/csv_runner-3890cb07-4773-458e-9005-ccde9d9ccdce,4
True,154173.8597262875,688.9884961965981,9.70725414567864,1.3376232937344767,1.4546111810241271,/tmp/csv_runner-73fcf720-bc9e-493c-be29-8331e99244f1,4
True,153735.07680780347,688.9884961965981,9.70725414567864,1.3376232937344767,1.4546111810241271,/tmp/csv_runner-5ca7c697-976d-4451-a157-933b64451ac5,4
True,156098.07266214103,688.9884961965981,9.70725414567864,1.3376232937344767,1.4546111810241271,/tmp/csv_runner-ba06314f-dec3-4078-8ab0-1596c3b73277,4
True,154563.15103883605,688.9884961965981,9.70725414567864,1.3376232937344767,1.4546111810241271,/tmp/csv_runner-323f03e5-ac42-471e-9f4a-d1db0019212d,4
True,-490.5689411078551,510.340489059671,11.443982721192768,1.1796338521786072,0.8965499171761853,/tmp/csv_runner-de166fa5-f646-4bfa-bd6e-4488085270f9,5
True,-502.220465199132,510.340489059671,11.443982721192768,1.1796338521786072,0.8965499171761853,/tmp/csv_runner-e229b8c8-eb2c-47ba-9aec-2507977127f3,5
True,-485.305433500746,510.340489059671,11.443982721192768,1.1796338521786072,0.8965499171761853,/tmp/csv_runner-b665657f-8571-4bb4-a6a3-c763f3893c2c,5
True,-488.40883970512334,510.340489059671,11.443982721192768,1.1796338521786072,0.8965499171761853,/tmp/csv_runner-77cd1497-aad5-4796-a570-a5e9c3b6ba5d,5
True,-494.7824036785223,510.340489059671,11.443982721192768,1.1796338521786072,0.8965499171761853,/tmp/csv_runner-39db4605-d2ec-4cfa-b71d-d4e70ffd5710,5
