num_samples,rmse,nnrmse,r2,mape
5,0.040979990913949826,9.237447279191997,0.7349289227117957,25.469494213156146
6,0.03136721183792255,8.903981995536242,0.8447003555439692,39.622546118128845
7,0.02148609185015766,8.442428728163883,0.9271325647910296,42.84401126217274
8,0.021336142840357994,8.527476074242559,0.9281460830033563,46.148249290697294
9,0.030992542571925914,10.354484068157303,0.8483881872449613,44.33794681734289
10,0.00597414320869854,4.134814621492145,0.9943666091288367,24.019219262275463
11,0.005186153567447524,2.221750343280585,0.9957546903521842,9.775678161851138
12,0.0050776920676017,2.7206874560653143,0.9959304035348268,13.217474637087573
13,0.004725823639528132,2.4578351456007614,0.9964748820876437,11.653946338298583
14,0.004788276918892038,2.266051479053087,0.9963810953104002,11.269045445185855
15,0.004978723563956235,2.290685604792978,0.9960874972627992,11.56501767877583
16,0.0031604377850966443,1.3405843058880593,0.9984234305076101,6.564143016325271
17,0.0029988716249258977,1.157380320378434,0.9985805033317445,5.4471179478330765
18,0.0029505505301747805,1.1647943375342058,0.9986258797465196,5.521145829336273
19,0.0027407215446116607,1.3456599087820043,0.9988143719782189,6.684097308018147
19,0.0027407212380456455,1.345659917361968,0.9988143722434579,6.684097326210502
20,0.002682656183887134,1.327068606151199,0.9988640776112631,6.591234221507013
20,0.0026826561998136533,1.3270686338214812,0.9988640775977755,6.59123434158909
21,0.002595635179638963,1.3832596469584573,0.9989365772893471,7.009478912919369
22,0.0024826468257122614,1.2752292391281181,0.9990271441102971,6.408581984236887
23,0.0024607518019252794,1.2724227529108674,0.9990442281149723,6.394686976068282
24,0.0024140508530988837,1.2634887076152894,0.9990801617680697,6.34606406750407
25,0.002053839309423874,1.1675870661949848,0.9993341881028731,5.846091814359916
26,0.002054620872583085,1.1580321346634157,0.9993336812734845,5.771833752295136
27,0.002031643478257753,1.1384372733554649,0.9993485011936402,5.656555295145318
27,0.0020316435246693254,1.1384373845425984,0.999348501163874,5.656555094217361
28,0.0020371357777070327,1.1372697489047112,0.9993449739377781,5.64506792446176
29,0.0020083558907836633,1.0729344175595763,0.9993633511242426,5.409507729724239
30,0.001917029024739123,0.9336077361935793,0.999419935878164,4.625133636141965
31,0.001967289954557362,0.9753707622229495,0.9993891207461133,4.7761979422272205
32,0.001967212489614945,0.9756901341912181,0.9993891688537087,4.778251206348595
33,0.00198186414634566,0.9852754937545873,0.999380036117271,4.824998445380846
34,0.0019528759381183575,0.9719559557583634,0.9993980395802285,4.775043227969866
35,0.0019333515703647305,0.9563674860928911,0.9994100159122755,4.6928041244536525
36,0.0018762609745241673,0.8161238009816738,0.9994443451382474,3.966461859607969
37,0.0018476788934416275,0.799499342254563,0.9994611453646395,3.932416641038598
38,0.0018451253323751484,0.7898500938798539,0.9994626337697751,3.893288930044169
39,0.0018492966146918825,0.791940025281099,0.999460201371384,3.9069495361318833
40,0.0018846224625037747,0.8292765345122817,0.9994393815920237,4.108250978910936
41,0.0018552631787295143,0.821300449636794,0.9994567125435168,4.061443573955484
42,0.0018366652212226553,0.8146903618047588,0.9994675502441023,4.016758426476651
43,0.0018508905459200492,0.8151763455535045,0.9994592704523744,4.022487253045683
44,0.001852094349575127,0.8158361331244733,0.9994585668517345,4.028162972040323
45,0.0018305217657059109,0.8092637210014031,0.9994711062657853,3.9321196157583045
46,0.0018619132613014145,0.8068991874568207,0.9994528107988871,3.9498636614622553
47,0.0020017725225898726,0.8413331002085009,0.9993675181391338,3.986699814559565
48,0.002010497934107052,0.8549327515506123,0.9993619923444234,4.0835042802745365
49,0.0020142031972021765,0.8915914413917909,0.9993596385349078,4.340355182283526
50,0.0020577455062756223,0.8919190384844828,0.9993316530792733,4.413912068231332
51,0.0020825605913693587,0.8598352977862721,0.9993154362163197,4.122182661194607
52,0.002057685410662275,0.8541524813022434,0.9993316921162985,4.094733466137482
53,0.0020575918648243585,0.8788504755422841,0.999331752879717,4.149681729339181
54,0.0020542956885667577,0.8888731352546825,0.9993338921727856,4.15149139023396
55,0.0020306169423529134,0.8797306628115406,0.9993491593976642,4.112839239419307
56,0.0020349951335254836,0.8888610330831301,0.9993463498313562,4.152021122029617
57,0.0020399638540538013,0.8830026675901105,0.9993431539809692,4.162423121589038
58,0.0020476144728442934,0.8910349014951846,0.9993382179113305,4.187931119424902
59,0.002042134571826176,0.8881589137240771,0.9993417553425246,4.180388864642975
60,0.001989332931873457,0.8683996165274527,0.9993753545630641,4.115626101010661
61,0.0019891529086696635,0.8699073520741821,0.9993754676115971,4.125170201880417
62,0.001986379172653571,0.8669872507120501,0.9993772081315878,4.117985553568506
63,0.0019927259759692927,0.8645310136628139,0.9993732219316032,4.1068310322667285
64,0.0020225206062495665,0.9146687526988603,0.9993543390248146,4.263346175943843
65,0.00202098916395627,0.9115765971087895,0.999355316437027,4.227660859220846
66,0.0020186050937202734,0.9093635860046384,0.9993568365484395,4.222640759091366
67,0.0020275263827844872,0.9195873545431296,0.9993511390235664,4.255084426319362
68,0.0020274517669480433,0.9154365481524918,0.9993511867806897,4.253225646540535
69,0.001957712423067487,0.9467250366258504,0.9993950542624209,4.368622265127572
70,0.0019604327923786894,0.9492658927596113,0.999393371871088,4.380901884104419
71,0.0019602711504578753,0.9492079500936554,0.9993934719025646,4.380841943244642
72,0.001964343854718061,0.9483446554799524,0.9993909490111291,4.3748321734709075
73,0.001962263950611595,0.9528688579171966,0.9993922380899272,4.389688430050713
74,0.001956177072026139,0.929053353545631,0.999396002757048,4.283988460788405
75,0.0019487608277814802,0.9153406714737784,0.9994005738155921,4.214022627193188
76,0.00197022046098539,0.9205840799667421,0.9993872994396805,4.22650787525826
77,0.0019711603936127644,0.9203721075290514,0.9993867146983986,4.224730256316757
78,0.0019693796949572188,0.9203021852665646,0.9993878222521398,4.224754563285292
79,0.0019737456927107606,0.9229325898274332,0.9993851049200163,4.237383325175225
80,0.0019930787571697207,0.941674866040505,0.9993729999893044,4.30255748093076
81,0.0019781941751561053,0.937417739499905,0.9993823300615502,4.28882630998538
82,0.0019815411693406863,0.9446972599643897,0.9993802381672074,4.321313860637816
83,0.0019742595966301475,0.9265120470772701,0.9993847846780207,4.26053801318224
84,0.001982178400538,0.9292839135515804,0.9993798394925973,4.271279280416549
85,0.0019806392492837444,0.9262688973794639,0.9993808022215145,4.277387308119575
86,0.0019751276755327757,0.908344974338561,0.9993842435406199,4.189827718987062
87,0.001978525586602873,0.9064722567818189,0.9993821230848665,4.135486809846709
88,0.001987077815548022,0.9089181622035138,0.9993767699618394,4.151796489171235
89,0.001987960696356748,0.9105610063261913,0.9993762160227091,4.156417558056405
90,0.0019899526092868754,0.9148874413443778,0.9993749653482173,4.181805779111839
91,0.0019898976000983564,0.9149566569271946,0.9993749999039887,4.181658953883027
92,0.0019457810705319565,0.8961721439473254,0.9994024055221195,4.083145392341596
93,0.001977635629630764,0.909691571911471,0.9993826788120213,4.128276620282179
94,0.0019778257805841454,0.909418882622105,0.9993825600946458,4.125655579038439
95,0.0019266704157325446,0.8969542354779552,0.999414086526345,4.073568131847137
96,0.0019301581753234166,0.9049412334864978,0.9994119633038481,4.115060766701349
97,0.0019312899949307947,0.9057537812598236,0.9994112734675368,4.11709520018844
