success,te0,teav,output_shine_inj1,shine_inj2,clean_time_min,run_time_min,bbnbi_n_markers,index,run_dir,batch_num
True,64.165598,20.526499,0.252616,0.241275,0.0011407971382141114,5.064958488941192,1000,137,/tmp/ShineRunner-3ff40170-fbdd-4115-8fba-14c692da725b,0
True,64.165598,20.526499,0.284692,0.233129,0.00045320590337117516,5.203815333048502,1000,127,/tmp/ShineRunner-aeeb8f49-391f-4ff1-8eee-132b40fc82a1,0
True,64.165598,20.526499,0.166667,0.166667,0.00037903785705566405,5.2658073226610815,10,65,/tmp/ShineRunner-79997c06-0340-4dff-ba46-7875f404ca51,0
True,64.165598,20.526499,0.166667,0.285714,0.00042841037114461266,5.267730855941773,10,35,/tmp/ShineRunner-5885cf4a-d553-4e52-b1f6-8ebb6a4df75c,0
True,64.165598,20.526499,0.0,0.0,0.0004303892453511556,5.2572023391723635,10,5,/tmp/ShineRunner-1a5cfa3e-bb70-4c62-82e0-25aa49466441,0
True,64.165598,20.526499,0.0,0.0,0.0004892508188883463,5.273265437285105,10,45,/tmp/ShineRunner-87649af4-3b28-45e3-bcb5-3e3f2fe245fe,0
True,64.165598,20.526499,0.285714,0.166667,0.0005618651707967122,5.191712800661723,10,55,/tmp/ShineRunner-56e85144-03d9-4e1d-a657-2d7ceb78d994,0
True,64.165598,20.526499,0.0,0.0,0.0012524684270222982,5.098513440291087,10,15,/tmp/ShineRunner-07dfc80a-58c5-4f75-a2fa-6e82ca697106,0
True,64.165598,20.526499,0.0,0.0,0.000618139902750651,5.272472433249155,10,85,/tmp/ShineRunner-0f226972-7d04-4ab0-8cd0-49061bac5e3f,0
True,64.165598,20.526499,0.166667,0.285714,0.0008730212847391764,5.30287344455719,10,75,/tmp/ShineRunner-ec654ed6-d3b8-4e3f-b067-e46d580e648a,0
True,64.165598,20.526499,0.166667,0.285714,0.0006201982498168946,5.151329481601715,10,95,/tmp/ShineRunner-ad3b6fea-2af5-499c-9650-c4b4d3f880fb,0
True,64.165598,20.526499,0.166667,0.166667,0.0005175590515136719,5.244029895464579,10,105,/tmp/ShineRunner-f5a2adc9-b51d-44a9-acab-9fc9bda688a3,0
True,64.165598,20.526499,0.285714,0.295775,0.00041644573211669923,5.6964442253112795,100,141,/tmp/ShineRunner-5b4ca8b9-9500-43ac-8d87-6130e1312fe5,0
True,64.165598,20.526499,0.264814,0.239081,0.0011693874994913736,5.802195044358571,10000,133,/tmp/ShineRunner-a51e86c3-5923-4660-97ca-5af1a5025878,0
True,64.165598,20.526499,0.255509,0.241735,0.001031192143758138,5.9291735053062435,10000,138,/tmp/ShineRunner-8d35fa42-0218-4cb1-91cd-36a87c526018,0
True,64.165598,20.526499,0.251721,0.240006,0.0010587573051452637,5.901672943433126,10000,128,/tmp/ShineRunner-ad69524c-e5f4-4937-9ef3-f5918f30e212,0
